Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Translation of 1D Inverse Fourier Transform of K-space to an Image Based on Deep Learning for Accelerating Magnetic Resonance Imaging","Medical Image Computing and Computer Assisted Intervention – MICCAI 2018","","","","10.1007/978-3-030-00928-1_28","Taejoon EoHyungseob ShinTaeseong KimYohan JunDosik Hwang","2018","http://link.springer.com/chapter/10.1007/978-3-030-00928-1_28","Chapter"
"Use of Deep Learning for Disease Detection and Diagnosis","Bio-inspired Neurocomputing","","","","10.1007/978-981-15-5495-7_10","Sushruta MishraAnuttam DashLambodar Jena","2021","http://link.springer.com/chapter/10.1007/978-981-15-5495-7_10","Chapter"
"Abstracts","Virchows Archiv","","475","1","10.1007/s00428-019-02631-8","","2019","http://link.springer.com/article/10.1007/s00428-019-02631-8","Article"
"Understanding Deep Learning: Case Study Based Approach","Deep Learning and Edge Computing Solutions for High Performance Computing","","","","10.1007/978-3-030-60265-9_9","Manisha GalphadeNilkamal MoreV. B. NikamBiplab BanerjeeArvind W. Kiwelekar","2021","http://link.springer.com/chapter/10.1007/978-3-030-60265-9_9","Chapter"
"A 3D Convolutional Neural Network for Bacterial Image Classification","Intelligence in Big Data Technologies—Beyond the Hype","","","","10.1007/978-981-15-5285-4_42","T. S. R. MhatheshJ. AndrewK. Martin SagayamLawrence Henesey","2021","http://link.springer.com/chapter/10.1007/978-981-15-5285-4_42","Chapter"
"Convolutional Neural Network-Based Diagnosis of Alzheimer’s Disease Using Time–Frequency Features","Advances in Computational Intelligence and Informatics","","","","10.1007/978-981-15-3338-9_38","Nilesh KulkarniAnuradha SalviSaurabh Parhad","2020","http://link.springer.com/chapter/10.1007/978-981-15-3338-9_38","Chapter"
"EEG-based deep learning model for the automatic detection of clinical depression","Physical and Engineering Sciences in Medicine","","43","4","10.1007/s13246-020-00938-4","Pristy Paul ThoduparambilAnna DominicSurekha Mariam Varghese","2020","http://link.springer.com/article/10.1007/s13246-020-00938-4","Article"
"Convolutional neural networks in medical image understanding: a survey","Evolutionary Intelligence","","","","10.1007/s12065-020-00540-3","D. R. SarvamangalaRaghavendra V. Kulkarni","2021","http://link.springer.com/article/10.1007/s12065-020-00540-3","Article"
"3D Convolutional Neural Networks for Classification of Functional Connectomes","Deep Learning in Medical Image Analysis and Multimodal Learning for Clinical Decision Support","","","","10.1007/978-3-030-00889-5_16","Meenakshi KhoslaKeith JamisonAmy KuceyeskiMert R. Sabuncu","2018","http://link.springer.com/chapter/10.1007/978-3-030-00889-5_16","Chapter"
"Artificial Intelligence Approach in Melanoma","Melanoma","","","","10.1007/978-1-4614-7147-9_43","Clara Curiel-LewandrowskiRoberto A. NovoaElizabeth BerryM. Emre CelebiNoel CodellaFelipe GiusteDavid GutmanAllan HalpernSancy LeachmanYuan LiuYun LiuOfer ReiterPhilipp Tschandl","2019","http://link.springer.com/referenceworkentry/10.1007/978-1-4614-7147-9_43","ReferenceWorkEntry"
"Artificial Intelligence Approach in Melanoma","Melanoma","","","","10.1007/978-1-4614-7322-0_43-1","Clara Curiel-LewandrowskiRoberto A. NovoaElizabeth BerryM. Emre CelebiNoel CodellaFelipe GiusteDavid GutmanAllan HalpernSancy LeachmanYuan LiuYun LiuOfer ReiterPhilipp Tschandl","2019","http://link.springer.com/referenceworkentry/10.1007/978-1-4614-7322-0_43-1","ReferenceWorkEntry"
"Classification of Alzheimer’s Disease Based on Eight-Layer Convolutional Neural Network with Leaky Rectified Linear Unit and Max Pooling","Journal of Medical Systems","","42","5","10.1007/s10916-018-0932-7","Shui-Hua WangPreetha PhillipsYuxiu SuiBin LiuMing YangHong Cheng","2018","http://link.springer.com/article/10.1007/s10916-018-0932-7","Article"
"EEG signal classification using LSTM and improved neural network algorithms","Soft Computing","","24","13","10.1007/s00500-019-04515-0","P. NagabushanamS. Thomas GeorgeS. Radha","2020","http://link.springer.com/article/10.1007/s00500-019-04515-0","Article"
"Trends and Features of Human Brain Research Using Artificial Intelligence Techniques: A Bibliometric Approach","Human Brain and Artificial Intelligence","","","","10.1007/978-981-15-1398-5_5","Xieling ChenXinxin ZhangHaoran XieFu Lee WangJun YanTianyong Hao","2019","http://link.springer.com/chapter/10.1007/978-981-15-1398-5_5","Chapter"
"A deep learning approach for Parkinson’s disease diagnosis from EEG signals","Neural Computing and Applications","","32","15","10.1007/s00521-018-3689-5","Shu Lih OhYuki HagiwaraU. RaghavendraRajamanickam YuvarajN. ArunkumarM. MurugappanU. Rajendra Acharya","2020","http://link.springer.com/article/10.1007/s00521-018-3689-5","Article"
"Artificial Intelligence in Drug Discovery: A Comprehensive Review of Data-driven and Machine Learning Approaches","Biotechnology and Bioprocess Engineering","","25","6","10.1007/s12257-020-0049-y","Hyunho KimEunyoung KimIngoo LeeBongsung BaeMinsu ParkHojung Nam","2020","http://link.springer.com/article/10.1007/s12257-020-0049-y","Article"
"Siamese Neural Networks: An Overview","Artificial Neural Networks","","","","10.1007/978-1-0716-0826-5_3","Davide Chicco","2021","http://link.springer.com/protocol/10.1007/978-1-0716-0826-5_3","Protocol"
"Abstracts","Reproductive Sciences","","26","1","10.1177/1933719119834079","","2019","http://link.springer.com/article/10.1177/1933719119834079","Article"
"27th Annual Computational Neuroscience Meeting (CNS*2018): Part Two","BMC Neuroscience","","19","2","10.1186/s12868-018-0451-y","","2018","http://link.springer.com/article/10.1186/s12868-018-0451-y","Article"
"Prediction Models in Healthcare Using Deep Learning","Proceedings of the 11th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2019)","","","","10.1007/978-3-030-49345-5_21","S. BhavyaAnitha S. Pillai","2021","http://link.springer.com/chapter/10.1007/978-3-030-49345-5_21","Chapter"
"Hybrid bio-inspired algorithm and convolutional neural network for automatic lung tumor detection","Neural Computing and Applications","","","","10.1007/s00521-020-05362-z","Surbhi VijhPrashant GauravHari Mohan Pandey","2020","http://link.springer.com/article/10.1007/s00521-020-05362-z","Article"
"Hybrid Feature Extraction Technique on Brain MRI Images for Content-Based Image Retrieval of Alzheimer’s Disease","Advances in Communication, Signal Processing, VLSI, and Embedded Systems","","","","10.1007/978-981-15-0626-0_11","K. ChethanRekha Bhandarkar","2020","http://link.springer.com/chapter/10.1007/978-981-15-0626-0_11","Chapter"
"Deep Learning in Nuclear Medicine and Molecular Imaging: Current Perspectives and Future Directions","Nuclear Medicine and Molecular Imaging","","52","2","10.1007/s13139-017-0504-7","Hongyoon Choi","2018","http://link.springer.com/article/10.1007/s13139-017-0504-7","Article"
"Deep Learning Frameworks in Healthcare Systems","Technical Advancements of Machine Learning in Healthcare","","","","10.1007/978-981-33-4698-7_8","Anuttam DashChinmaya Dehury","2021","http://link.springer.com/chapter/10.1007/978-981-33-4698-7_8","Chapter"
"Patients’ EEG Data Analysis via Spectrogram Image with a Convolution Neural Network","Intelligent Decision Technologies 2017","","","","10.1007/978-3-319-59421-7_2","Longhao YuanJianting Cao","2018","http://link.springer.com/chapter/10.1007/978-3-319-59421-7_2","Chapter"
"Internet of health things-driven deep learning system for detection and classification of cervical cells using transfer learning","The Journal of Supercomputing","","76","11","10.1007/s11227-020-03159-4","Aditya KhampariaDeepak GuptaVictor Hugo C. de AlbuquerqueArun Kumar SangaiahRutvij H. Jhaveri","2020","http://link.springer.com/article/10.1007/s11227-020-03159-4","Article"
"A Review on State-of-the-Art Computer-Based Approaches for the Early Recognition of Malignant Melanoma","Advanced Computational Intelligence in Healthcare-7","","","","10.1007/978-3-662-61114-2_6","Georgia KontogianniIlias Maglogiannis","2020","http://link.springer.com/chapter/10.1007/978-3-662-61114-2_6","Chapter"
"Direct attenuation correction of brain PET images using only emission data via a deep convolutional encoder-decoder (Deep-DAC)","European Radiology","","29","12","10.1007/s00330-019-06229-1","Isaac ShiriPardis GhafarianParham GeramifarKevin Ho-Yin LeungMostafa GhelichoghliMehrdad OveisiArman RahmimMohammad Reza Ay","2019","http://link.springer.com/article/10.1007/s00330-019-06229-1","Article"
"A Study on Deep Learning in Neurodegenerative Diseases and Other Brain Disorders","Rising Threats in Expert Applications and Solutions","","","","10.1007/978-981-15-6014-9_95","Monika JyotiyanaNishtha Kesswani","2021","http://link.springer.com/chapter/10.1007/978-981-15-6014-9_95","Chapter"
"A deep convolutional neural network model for automated identification of abnormal EEG signals","Neural Computing and Applications","","32","20","10.1007/s00521-018-3889-z","Özal YıldırımUlas Baran BalogluU. Rajendra Acharya","2020","http://link.springer.com/article/10.1007/s00521-018-3889-z","Article"
"A Literature Review on Data Conversion Methods on EEG for Convolution Neural Network Applications","10th International Conference on Robotics, Vision, Signal Processing and Power Applications","","","","10.1007/978-981-13-6447-1_66","Chi Qin LaiHaidi IbrahimMohd Zaid AbdullahJafri Malin AbdullahShahrel Azmin SuandiAzlinda Azman","2019","http://link.springer.com/chapter/10.1007/978-981-13-6447-1_66","Chapter"
"A brief review on multi-task learning","Multimedia Tools and Applications","","77","22","10.1007/s11042-018-6463-x","Kim-Han ThungChong-Yaw Wee","2018","http://link.springer.com/article/10.1007/s11042-018-6463-x","Article"
"Deep Learning Methods in Electroencephalography","Machine Learning Paradigms","","","","10.1007/978-3-030-49724-8_8","Krzysztof KotowskiKatarzyna StaporJeremi Ochab","2020","http://link.springer.com/chapter/10.1007/978-3-030-49724-8_8","Chapter"
"Dementia Detection and Classification from MRI Images Using Deep Neural Networks and Transfer Learning","Advances in Computational Intelligence","","","","10.1007/978-3-030-20521-8_75","Amen BidaniMohamed Salah GouiderCarlos M. Travieso-González","2019","http://link.springer.com/chapter/10.1007/978-3-030-20521-8_75","Chapter"
"Deep Learning vs. Classical Machine Learning: A Comparison of Methods for Fluid Intelligence Prediction","Adolescent Brain Cognitive Development Neurocognitive Prediction","","","","10.1007/978-3-030-31901-4_3","Luke GuerdanPeng SunConnor RowlandLogan HarrisonZhicheng TangNickolas WergelesYi Shang","2019","http://link.springer.com/chapter/10.1007/978-3-030-31901-4_3","Chapter"
"Detection and classification of pulmonary nodules using deep learning and swarm intelligence","Multimedia Tools and Applications","","79","21 - 22","10.1007/s11042-019-7473-z","Cesar Affonso de Pinho PinheiroNadia NedjahLuiza de Macedo Mourelle","2020","http://link.springer.com/article/10.1007/s11042-019-7473-z","Article"
"Analyzing genetic diseases using multimedia processing techniques associative decision tree-based learning and Hopfield dynamic neural networks from medical images","Neural Computing and Applications","","32","3","10.1007/s00521-018-04004-9","Mohammed Al-Maitah","2020","http://link.springer.com/article/10.1007/s00521-018-04004-9","Article"
"Mixture cure rate models with neural network estimated nonparametric components","Computational Statistics","","","","10.1007/s00180-021-01086-3","Yujing XieZhangsheng Yu","2021","http://link.springer.com/article/10.1007/s00180-021-01086-3","Article"
"A lightweight solution to epileptic seizure prediction based on EEG synchronization measurement","The Journal of Supercomputing","","77","4","10.1007/s11227-020-03426-4","Shasha ZhangDan ChenRajiv RanjanHengjin KeYunbo TangAlbert Y. Zomaya","2021","http://link.springer.com/article/10.1007/s11227-020-03426-4","Article"
"Business Impact of DL Technology","Introduction to Deep Learning Business Applications for Developers","","","","10.1007/978-1-4842-3453-2_10","Armando VieiraBernardete Ribeiro","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3453-2_10","Chapter"
"Assessing the Capability of Deep-Learning Models in Parkinson’s Disease Diagnosis","Smart Multimedia","","","","10.1007/978-3-030-54407-2_20","Christopher WestSara SoltaninejadIrene Cheng","2020","http://link.springer.com/chapter/10.1007/978-3-030-54407-2_20","Chapter"
"Applying Deep Learning to Predicting Dementia and Mild Cognitive Impairment","Artificial Intelligence Applications and Innovations","","","","10.1007/978-3-030-49186-4_26","Daniel StamateRichard SmithRuslan TsygancovRostislav VorobevJohn LanghamDaniel StahlDavid Reeves","2020","http://link.springer.com/chapter/10.1007/978-3-030-49186-4_26","Chapter"
"Slice-selective learning for Alzheimer’s disease classification using a generative adversarial network: a feasibility study of external validation","European Journal of Nuclear Medicine and Molecular Imaging","","47","9","10.1007/s00259-019-04676-y","Han Woong KimHa Eun LeeSangwon LeeKyeong Taek OhMijin YunSun Kook Yoo","2020","http://link.springer.com/article/10.1007/s00259-019-04676-y","Article"
"Short Acquisition Time PET/MR Pharmacokinetic Modelling Using CNNs","Medical Image Computing and Computer Assisted Intervention – MICCAI 2018","","","","10.1007/978-3-030-00928-1_6","Catherine J. ScottJieqing JiaoM. Jorge CardosoKerstin KläserAndrew MelbournePawel J. MarkiewiczJonathan M. SchottBrian F. HuttonSébastien Ourselin","2018","http://link.springer.com/chapter/10.1007/978-3-030-00928-1_6","Chapter"
"White Matter, Gray Matter and Cerebrospinal Fluid Segmentation from Brain 3D MRI Using B-UNET","VipIMAGE 2019","","","","10.1007/978-3-030-32040-9_20","Tran Anh TuanPham The BaoJin Young KimJoão Manuel R. S. Tavares","2019","http://link.springer.com/chapter/10.1007/978-3-030-32040-9_20","Chapter"
"Evaluation of deep learning-based approaches for COVID-19 classification based on chest X-ray images","Signal, Image and Video Processing","","","","10.1007/s11760-020-01820-2","Kamal KCZhendong YinMingyang WuZhilu Wu","2021","http://link.springer.com/article/10.1007/s11760-020-01820-2","Article"
"Deep Learning Application in IoT Health Care: A Survey","Intelligence in Big Data Technologies—Beyond the Hype","","","","10.1007/978-981-15-5285-4_19","Jinsa Mary PhilipS. DurgaDaniel Esther","2021","http://link.springer.com/chapter/10.1007/978-981-15-5285-4_19","Chapter"
"Early Diagnosis of Alzheimer’s Disease Based on Selective Kernel Network with Spatial Attention","Pattern Recognition","","","","10.1007/978-3-030-41299-9_39","Huanhuan JiZhenbing LiuWei Qi YanReinhard Klette","2020","http://link.springer.com/chapter/10.1007/978-3-030-41299-9_39","Chapter"
"Deep Learning for Health Care in Disease Identification: A Review","Proceedings of Integrated Intelligence Enable Networks and Computing","","","","10.1007/978-981-33-6307-6_65","Surabhi LingwalJitendra Singh RauthanBanit Negi","2021","http://link.springer.com/chapter/10.1007/978-981-33-6307-6_65","Chapter"
"Deep Neural Networks for Diagnosis of Osteoporosis: A Review","Proceedings of ICRIC 2019","","","","10.1007/978-3-030-29407-6_6","Insha Majeed WaniSakshi Arora","2020","http://link.springer.com/chapter/10.1007/978-3-030-29407-6_6","Chapter"
"Transfer learning privileged information fuels CAD diagnosis of breast cancer","Machine Vision and Applications","","31","1 - 2","10.1007/s00138-020-01058-5","Tawseef Ayoub ShaikhRashid AliM. M. Sufyan Beg","2020","http://link.springer.com/article/10.1007/s00138-020-01058-5","Article"
"Abstracts of the WASAD Congress 2019: an International Congress of the World Association for stress related and anxiety disorders in collaboration with the Collaborative Research Center SFB-TRR 58, Fear, Anxiety, Anxiety Disorders, held on 3–5 October 2019 in Würzburg, Germany","Journal of Neural Transmission","","126","11","10.1007/s00702-019-02095-9","","2019","http://link.springer.com/article/10.1007/s00702-019-02095-9","Article"
"Deep Learning in Classifying Depth of Anesthesia (DoA)","Intelligent Systems and Applications","","","","10.1007/978-3-030-01054-6_11","Mohamed H. AlMeerMaysam F. Abbod","2019","http://link.springer.com/chapter/10.1007/978-3-030-01054-6_11","Chapter"
"Dynamic Routing Capsule Networks for Mild Cognitive Impairment Diagnosis","Medical Image Computing and Computer Assisted Intervention – MICCAI 2019","","","","10.1007/978-3-030-32251-9_68","Zhicheng JiaoPu HuangTae-Eui KamLi-Ming HsuYe WuHan ZhangDinggang Shen","2019","http://link.springer.com/chapter/10.1007/978-3-030-32251-9_68","Chapter"
"MMHGE: detecting mild cognitive impairment based on multi-atlas multi-view hybrid graph convolutional networks and ensemble learning","Cluster Computing","","24","1","10.1007/s10586-020-03199-8","Jin LiuDejiao ZengRui GuoMingming LuFang-Xiang WuJianxin Wang","2021","http://link.springer.com/article/10.1007/s10586-020-03199-8","Article"
"Machine learning applications in imaging analysis for patients with pituitary tumors: a review of the current literature and future directions","Pituitary","","23","3","10.1007/s11102-019-01026-x","Ashirbani SahaSamantha TsoJessica RabskiAlireza SadeghianMichael D. Cusimano","2020","http://link.springer.com/article/10.1007/s11102-019-01026-x","Article"
"A Lightweight Spatial Attention Module with Adaptive Receptive Fields in 3D Convolutional Neural Network for Alzheimer’s Disease Classification","Pattern Recognition. ICPR International Workshops and Challenges","","","","10.1007/978-3-030-68763-2_44","Fei YuBaoqi ZhaoQingqing GeZhijie ZhangJunmei SunXiumei Li","2021","http://link.springer.com/chapter/10.1007/978-3-030-68763-2_44","Chapter"
"Skull Stripping Using Confidence Segmentation Convolution Neural Network","Advances in Visual Computing","","","","10.1007/978-3-030-03801-4_2","Kaiyuan ChenJingyue ShenFabien Scalzo","2018","http://link.springer.com/chapter/10.1007/978-3-030-03801-4_2","Chapter"
"Brain Network Decomposition by Auto Encoder (AE) and Graph Auto Encoder (GAE)","Neural Information Processing","","","","10.1007/978-3-030-36708-4_47","Myungwon ChoiPilsub LeeDaegyeom KimSuji LeeHyunChul YounHyun-Ghang JeongCheol E. Han","2019","http://link.springer.com/chapter/10.1007/978-3-030-36708-4_47","Chapter"
"The possibility of the combination of OCT and fundus images for improving the diagnostic accuracy of deep learning for age-related macular degeneration: a preliminary experiment","Medical & Biological Engineering & Computing","","57","3","10.1007/s11517-018-1915-z","Tae Keun YooJoon Yul ChoiJeong Gi SeoBhoopalan RamasubramanianSundaramoorthy SelvaperumalDeok Won Kim","2019","http://link.springer.com/article/10.1007/s11517-018-1915-z","Article"
"Huntington Study Group Abstracts 2020","Neurotherapeutics","","17","1","10.1007/s13311-020-00945-z","","2020","http://link.springer.com/article/10.1007/s13311-020-00945-z","Article"
"EAP 2019 Congress and Master Course","European Journal of Pediatrics","","178","11","10.1007/s00431-019-03466-w","","2019","http://link.springer.com/article/10.1007/s00431-019-03466-w","Article"
"Analysis of Histopathological Images Using Machine Learning Techniques","Futuristic Trends in Network and Communication Technologies","","","","10.1007/978-981-16-1480-4_20","Ratima Raj SinghSumit KumarSurbhi VijhNihar Ranjan Roy","2021","http://link.springer.com/chapter/10.1007/978-981-16-1480-4_20","Chapter"
"Bridge Load Classifier Based on Deep Learning for Structural Displacement Correlation","Programming and Computer Software","","46","8","10.1134/S0361768820080101","Wendy Flores-Fuentes","2020","http://link.springer.com/article/10.1134/S0361768820080101","Article"
"Brain Age Estimation from MRI Using a Two-Stage Cascade Network with Ranking Loss","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_20","Ziyang LiuJian ChengHaogang ZhuJicong ZhangTao Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_20","Chapter"
"Learning Myelin Content in Multiple Sclerosis from Multimodal MRI Through Adversarial Training","Medical Image Computing and Computer Assisted Intervention – MICCAI 2018","","","","10.1007/978-3-030-00931-1_59","Wen WeiEmilie PoirionBenedetta BodiniStanley DurrlemanNicholas AyacheBruno StankoffOlivier Colliot","2018","http://link.springer.com/chapter/10.1007/978-3-030-00931-1_59","Chapter"
"Data Science and AI in IoT Based Smart Healthcare: Issues, Challenges and Case Study","Enabling AI Applications in Data Science","","","","10.1007/978-3-030-52067-0_19","Sohail SaifDebabrata DattaAnindita SahaSuparna BiswasChandreyee Chowdhury","2021","http://link.springer.com/chapter/10.1007/978-3-030-52067-0_19","Chapter"
"7th ESSD Congress and World Dysphagia Summit, 
Barcelona 2017","Dysphagia","","33","4","10.1007/s00455-018-9900-0","","2018","http://link.springer.com/article/10.1007/s00455-018-9900-0","Article"
"26th Annual Conference of the International Society for Quality 
of Life Research","Quality of Life Research","","28","1","10.1007/s11136-019-02257-y","","2019","http://link.springer.com/article/10.1007/s11136-019-02257-y","Article"
"Deep Graph Normalizer: A Geometric Deep Learning Approach for Estimating Connectional Brain Templates","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_16","Mustafa Burak GurbuzIslem Rekik","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_16","Chapter"
"Chemotherapy-related cognitive impairment in patients with breast cancer based on MRS and DTI analysis","Breast Cancer","","27","5","10.1007/s12282-020-01094-z","Taishan TongHeng LuJian ZongQing LvXing Chu","2020","http://link.springer.com/article/10.1007/s12282-020-01094-z","Article"
"Abstracts of the 16th International E-Congress of the European Geriatric Medicine Society","European Geriatric Medicine","","11","1","10.1007/s41999-020-00428-6","","2020","http://link.springer.com/article/10.1007/s41999-020-00428-6","Article"
"Artificial intelligence for detecting small FDG-positive lung nodules in digital PET/CT: impact of image reconstructions on diagnostic performance","European Radiology","","30","4","10.1007/s00330-019-06498-w","Moritz SchwyzerKatharina MartiniDominik C. BenzIrene A. BurgerDaniela A. FerraroKen KuduraValerie TreyerGustav K. von SchulthessPhilipp A. KaufmannMartin W. HuellnerMichael Messerli","2020","http://link.springer.com/article/10.1007/s00330-019-06498-w","Article"
"PIMMS: Permutation Invariant Multi-modal Segmentation","Deep Learning in Medical Image Analysis and Multimodal Learning for Clinical Decision Support","","","","10.1007/978-3-030-00889-5_23","Thomas VarsavskyZach Eaton-RosenCarole H. SudreParashkev NachevM. Jorge Cardoso","2018","http://link.springer.com/chapter/10.1007/978-3-030-00889-5_23","Chapter"
"Convolutional Neural Network Application in Smart Farming","Soft Computing in Data Science","","","","10.1007/978-981-15-0399-3_23","Yudhi AdhityaSetya Widyawan PrakosaMario KöppenJenq-Shiou Leu","2019","http://link.springer.com/chapter/10.1007/978-981-15-0399-3_23","Chapter"
"End-to-End Dementia Status Prediction from Brain MRI Using Multi-task Weakly-Supervised Attention Network","Medical Image Computing and Computer Assisted Intervention – MICCAI 2019","","","","10.1007/978-3-030-32251-9_18","Chunfeng LianMingxia LiuLi WangDinggang Shen","2019","http://link.springer.com/chapter/10.1007/978-3-030-32251-9_18","Chapter"
"Radiopharmaceuticals: An insight into the latest advances in medical uses and regulatory perspectives","Journal of Biosciences","","46","1","10.1007/s12038-021-00147-5","Deepak KaushikPooja JangraRavinder VermaDeepika PurohitParijat PandeySandeep SharmaRakesh Kumar Sharma","2021","http://link.springer.com/article/10.1007/s12038-021-00147-5","Article"
"Classification of Mental Arithmetic Cognitive States Based on CNN and FBN","Brain Informatics","","","","10.1007/978-3-030-37078-7_22","Ruohao LiuNing ZhongXiaofei ZhangYang YangJiajin Huang","2019","http://link.springer.com/chapter/10.1007/978-3-030-37078-7_22","Chapter"
"Automated end-to-end management of the modeling lifecycle in deep learning","Empirical Software Engineering","","26","2","10.1007/s10664-020-09894-9","Gharib GharibiVijay WalunjRaju NekadiRaj MarriYugyung Lee","2021","http://link.springer.com/article/10.1007/s10664-020-09894-9","Article"
"Classification of cerebral microbleeds based on fully-optimized convolutional neural network","Multimedia Tools and Applications","","79","21 - 22","10.1007/s11042-018-6862-z","Jin HongShui-Hua WangHong ChengJie Liu","2020","http://link.springer.com/article/10.1007/s11042-018-6862-z","Article"
"Big Brain Data: On the Responsible Use of Brain Data from Clinical and Consumer-Directed Neurotechnological Devices","Neuroethics","","","","10.1007/s12152-018-9371-x","Philipp Kellmeyer","2018","http://link.springer.com/article/10.1007/s12152-018-9371-x","Article"
"Language and Complexity: Neurolinguistic Perspectives","Translation, Brains and the Computer","","","","10.1007/978-3-319-76629-4_4","Bernard Scott","2018","http://link.springer.com/chapter/10.1007/978-3-319-76629-4_4","Chapter"
"10th Anniversary of the European Association for Predictive, Preventive and Personalised (3P) Medicine - EPMA World Congress Supplement 2020","EPMA Journal","","11","1","10.1007/s13167-020-00206-1","Olga GolubnitschajaOndrej TopolcanRadek KuceraVincenzo Costigliola","2020","http://link.springer.com/article/10.1007/s13167-020-00206-1","Article"
"Classification of Autism Based on fMRI Data with Feature-Fused Convolutional Neural Network","Cyberspace Data and Intelligence, and Cyber-Living, Syndrome, and Health","","","","10.1007/978-981-33-4336-8_7","Yang YouHongjin LiuShaolin ZhangLizhen Shao","2020","http://link.springer.com/chapter/10.1007/978-981-33-4336-8_7","Chapter"
"Predicting Conversion of Mild Cognitive Impairments to Alzheimer’s Disease and Exploring Impact of Neuroimaging","Graphs in Biomedical Image Analysis and Integrating Medical Imaging and Non-Imaging Modalities","","","","10.1007/978-3-030-00689-1_9","Yaroslav ShmulevMikhail Belyaev","2018","http://link.springer.com/chapter/10.1007/978-3-030-00689-1_9","Chapter"
"A Systematic Review of Applications of Machine Learning in Cancer Prediction and Diagnosis","Archives of Computational Methods in Engineering","","","","10.1007/s11831-021-09556-z","Aman SharmaRinkle Rani","2021","http://link.springer.com/article/10.1007/s11831-021-09556-z","Article"
"Artificial intelligence as an emerging technology in the current care of neurological disorders","Journal of Neurology","","","","10.1007/s00415-019-09518-3","Urvish K. PatelArsalan AnwarSidra SaleemPreeti MalikBakhtiar RasulKaran PatelRobert YaoAshok SeshadriMohammed YousufuddinKogulavadanan Arumaithurai","2019","http://link.springer.com/article/10.1007/s00415-019-09518-3","Article"
"Abstracts of the 16th International Symposium on NeuroVirology November 12-16, 2019 Atlanta, GA, USA","Journal of NeuroVirology","","25","1","10.1007/s13365-019-00807-1","","2019","http://link.springer.com/article/10.1007/s13365-019-00807-1","Article"
"Application of artificial neural network model in diagnosis of Alzheimer’s disease","BMC Neurology","","19","1","10.1186/s12883-019-1377-4","Naibo WangJinghua ChenHui XiaoLei WuHan JiangYueping Zhou","2019","http://link.springer.com/article/10.1186/s12883-019-1377-4","Article"
"AI in Healthcare and Medical Imaging","Artificial Intelligence in Breast Cancer Early Detection and Diagnosis","","","","10.1007/978-3-030-59208-0_4","Khalid ShaikhSabitha KrishnanRohit Thanki","2021","http://link.springer.com/chapter/10.1007/978-3-030-59208-0_4","Chapter"
"Classification of Schizophrenia Patients and Healthy Controls Using ICA of Complex-Valued fMRI Data and Convolutional Neural Networks","Advances in Neural Networks – ISNN 2019","","","","10.1007/978-3-030-22808-8_53","Yue QiuQiu-Hua LinLi-Dan KuangWen-Da ZhaoXiao-Feng GongFengyu CongVince D. Calhoun","2019","http://link.springer.com/chapter/10.1007/978-3-030-22808-8_53","Chapter"
"Artificial Intelligence and Machine Learning: A New Disruptive Force in Orthopaedics","Indian Journal of Orthopaedics","","54","2","10.1007/s43465-019-00023-3","Murali PoduvalAvik GhoseSanjeev ManchandaVaibhav BagariaAniruddha Sinha","2020","http://link.springer.com/article/10.1007/s43465-019-00023-3","Article"
"Application of machine learning in ophthalmic imaging modalities","Eye and Vision","","7","1","10.1186/s40662-020-00183-6","Yan TongWei LuYue YuYin Shen","2020","http://link.springer.com/article/10.1186/s40662-020-00183-6","Article"
"Era of Intelligent Systems in Healthcare","Intelligent Decision Support Systems—A Journey to Smarter Healthcare","","","","10.1007/978-3-030-14354-1_1","Smaranda BelciugFlorin Gorunescu","2020","http://link.springer.com/chapter/10.1007/978-3-030-14354-1_1","Chapter"
"Leveraging Deep Learning for Designing Healthcare Analytics Heuristic for Diagnostics","Neural Processing Letters","","","","10.1007/s11063-021-10425-w","Sarah ShafqatMaryyam FayyazHasan Ali KhattakMuhammad BilalShahid KhanOsama IshtiaqAlmas AbbasiFarzana ShafqatWaleed S. AlnumayPushpita Chatterjee","2021","http://link.springer.com/article/10.1007/s11063-021-10425-w","Article"
"The Development of Intelligent Patient-Centric Systems for Health Care","Theories to Inform Superior Health Informatics Research and Practice","","","","10.1007/978-3-319-72287-0_22","Arturo Caronongan IIIHannah Gorgui-NaguibRaouf N. G. Naguib","2018","http://link.springer.com/chapter/10.1007/978-3-319-72287-0_22","Chapter"
"The Composition of Data Capital","Data Capital","","","","10.1007/978-3-030-60192-8_4","Chunlei Tang","2021","http://link.springer.com/chapter/10.1007/978-3-030-60192-8_4","Chapter"
