Authors;Author Full Names;Article Title;Source Title;Abstract;ISSN;eISSN;ISBN;Publication Date;Publication Year;Volume;DOI;Publication Type
"Han, RZ; Chen, CLP; Liu, ZL";"Han, Ruizhi; Chen, C. L. Philip; Liu, Zhulin";A Novel Convolutional Variation of Broad Learning System for Alzheimer's Disease Diagnosis by Using MRI Images;IEEE ACCESS;Alzheimer's disease (AD) is a serious chronic health problem that causes great pain and loss to patients and their families. Its early and accurate diagnosis would achieve significant progress on the prevention and treatment of the disease. Magnetic Resonance Imaging (MRI) is a commonly used technique in nuclear medical diagnostics. However, it is still a challenging problem to diagnose AD, Control Normal (CN), and Mild Cognitive Impairment (MCI) because of the complex structures of MRI. In this paper, diagnosing models for MRI images are proposed to identify the various stages of AD based on the Broad Learning Systems (BLS), as well as its convolutional variants. To verify the validity of the proposed models, experiments on MRI images collected from the ADNI website are tested and evaluated. The results show that our algorithms outperform the other state-of-the-art algorithms for various tasks with better accuracy and less training times. Finally, the cross-domain learning ability of the proposed algorithms is verified on an independent AD dataset.;2169-3536;;;;2020;8;10.1109/ACCESS.2020.3040340;J
"Khagi, B; Kwon, GR";"Khagi, Bijen; Kwon, Goo-Rak";3D CNN Design for the Classification of Alzheimer's Disease Using Brain MRI and PET;IEEE ACCESS;"Attempt to diagnose Alzheimer's disease (AD) using imaging modalities is one of the scopes of deep learning. While considering the theoretical background from past studies, we are trying to identify convolutional neural network (CNN) behaviors moving from 2D to 3D architecture. This study aims to explore the output from a variety of CNN models implemented in the MRI or/and PET classification tasks for AD prediction while trying to summarize its characteristics with a variety of parameters that are tuned and changed. There are many architectures available; however, we are testing a basic architecture with a change in the reception area based on the convolutional layer's kernel size and its strides. The architecture has been categorized as converging, diverging, or equivalent if the filter kernel size is unchanged. This investigation studies a simple encoder based CNN with a sequential flow of features from low-level to high-level feature extraction. The idea is to present a diverging reception area by increasing the filter size and stride from a lower to a higher level. As a result, the feature redundancy is reduced and the trivial features keep on diminishing. The proposed architecture is referred to as 'divNet', and several experiments were performed to determine how effective the architecture is in terms of the consumed memory, the number of parameters, running time, classification error, and the generalization error. This study surveys several related experiments by changing the hyper-parameters setting, the architecture selection based on the depth and area of the reception feature, and the data size.";2169-3536;;;;2020;8;10.1109/ACCESS.2020.3040486;J
"Irie, R; Otsuka, Y; Hagiwara, A; Kamagata, K; Kamiya, K; Suzuki, M; Wada, A; Maekawa, T; Fujita, S; Kato, S; Nakajima, M; Miyajima, M; Motoi, Y; Abe, O; Aoki, S";"Irie, Ryusuke; Otsuka, Yujiro; Hagiwara, Akifumi; Kamagata, Koji; Kamiya, Kouhei; Suzuki, Michimasa; Wada, Akihiko; Maekawa, Tomoko; Fujita, Shohei; Kato, Shimpei; Nakajima, Madoka; Miyajima, Masakazu; Motoi, Yumiko; Abe, Osamu; Aoki, Shigeki";A Novel Deep Learning Approach with a 3D Convolutional Ladder Network for Differential Diagnosis of Idiopathic Normal Pressure Hydrocephalus and Alzheimer's Disease;MAGNETIC RESONANCE IN MEDICAL SCIENCES;Purpose: Idiopathic normal pressure hydrocephalus (iNPH) and Alzheimer's disease (AD) are geriatric diseases and common causes of dementia. Recently, many studies on the segmentation, disease detection, or classification of MRI using deep learning have been conducted. The aim of this study was to differentiate iNPH and All using a residual extraction approach in the deep learning method. Methods: Twenty-three patients with iNPH, 23 patients with AD and 23 healthy controls were included in this study. All patients and volunteers underwent brain MRI with a 3T unit, and we used only whole-brain three-dimensional (3D) T-1-weighted images. We designed a fully automated, end-to-end 3D deep learning classifier to differentiate iNPH, AD and control. We evaluated the performance of our model using a leave-one-out cross-validation test. We also evaluated the validity of the result by visualizing important areas in the process of differentiating AD and iNPH on the original input image using the Gradient-weighted Class Activation Mapping (Grad-CAM) technique. Results: Twenty-one out of 23 iNPH cases, 19 out of 23 AD cases and 22 out of 23 controls were correctly diagnosed. The accuracy was 0.90. In the Grad-CAM heat map, brain parenchyma surrounding the lateral ventricle was highlighted in about half of the iNPH cases that were successfully diagnosed. The medial temporal lobe or inferior horn of the lateral ventricle was highlighted in many successfully diagnosed cases of AD. About half of the successful cases showed nonspecific heat maps. Conclusion: Residual extraction approach in a deep learning method achieved a high accuracy for the differential diagnosis of iNPH, AD, and healthy controls trained with a small number of cases.;1347-3182;1880-2206;;;2020;19;10.2463/mrms.mp.2019-0106;J
"Zhu, T; Cao, CF; Wang, ZS; Xu, GR; Qiao, JP";"Zhu, Tian; Cao, Chongfeng; Wang, Zhishun; Xu, Guangrun; Qiao, Jianping";Anatomical Landmarks and DAG Network Learning for Alzheimer's Disease Diagnosis;IEEE ACCESS;The accurate diagnosis and prediction for individuals is crucial in computer-aided diagnosis of Alzheimer's disease (AD). The existing structural magnetic resonance imaging based classification methods of AD diagnosis mainly focus on the voxel level, region level and patch level morphological pattern analysis. However, most of these methods extract features with high dimension which may lead to overfitting problem. Besides, the interaction of different patches is not considered in the classifier ensemble. In this article, we propose a novel anatomical landmarks and directed acyclic graph (DAG) network feature learning based classification algorithm for the diagnosis of AD individuals. First, the anatomical feature patches of gray matter image are identified by the morphological and statistical analysis. Second, a simple and efficient DAG convolutional neural network is proposed to extract the discriminative deep features of image representation. Especially, the deep features are obtained by fusing feature maps of different network levels which contain semantic high-level and high-resolution low-level features. Finally, support vector machine and deep features are utilized to construct the classification model and predict the individual of AD. Experiments on three public datasets including ADNI-1, ADNI-2 and MIRIAD demonstrate that the proposed method can effectively improve the classification performance compared with the state-of-the-art methods for AD diagnosis.;2169-3536;;;;2020;8;10.1109/ACCESS.2020.3037107;J
"Huang, J; Beach, P; Bozoki, A; Zhu, DC";"Huang, Jie; Beach, Paul; Bozoki, Andrea; Zhu, David C.";Alzheimer's Disease Progressively Alters the Face-Evoked Visual-Processing Network;JOURNAL OF ALZHEIMERS DISEASE;"Background: Postmortem studies of Alzheimer's disease (AD) brains not only find amyloid-beta (A beta) and neurofibrillary tangles (NFT) in the primary and associative visual cortical areas, but also reveal a temporally successive sequence of AD pathology beginning in higher-order visual association areas, followed by involvement of lower-order visual processing regions with disease progression, and extending to primary visual cortex in late-stage disease. These findings suggest that neuronal loss associated with A beta and NFT aggregation in these areas may alter not only the local neuronal activation but also visual neural network activity. Objective: Applying a novel method to identify the visual functional network and investigate the association of the network changes with disease progression. Methods: To investigate the effect of AD on the face-evoked visual-processing network, 8 severe AD (SAD) patients, 11 mild/moderate AD (MAD), and 26 healthy senior (HS) controls undertook a task-fMRI study of viewing face photos. Results: For the HS, the identified group-mean visual-processing network in the ventral pathway started from V1 and ended within the fusiform gyrus. In contrast, this network was disrupted and reduced in the AD patients in a disease-severity dependent manner: for the MAD patients, the networkwas disrupted and reduced mainly in the higher-order visual association areas; for the SAD patients, the network was nearly absent in the higher-order association areas, and disrupted and reduced in the lower-order areas. Conclusion: This finding is consistent with the current canonical viewof the temporally successive sequence ofADpathology through visual cortical areas.";1387-2877;1875-8908;;;2020;77;10.3233/JAD-200173;J
"Goto, T; Wang, CH; Li, YZ; Tsuboshita, Y";"Goto, Tsubasa; Wang, Caihua; Li, Yuanzhong; Tsuboshita, Yukihiro";Multi-modal deep learning for predicting progression of Alzheimer's disease using bi-linear shake fusion;MEDICAL IMAGING 2020: COMPUTER-AIDED DIAGNOSIS;Alzheimer's Disease (AD) which causes declination of cognitive function is one of the most severe social issues in the world. It has already been known that AD cannot be cured and treatment can only delay its progression. Therefore, it is very important to detect AD in early stage and prevent it to be worse. Furthermore, sooner the progression is detected, better the prognosis will be. In this research, we developed a novel multi-modal deep learning method to predict conversion from Mild Cognitive Impairment (MCI), which is the stage between cognitively normal older people and AD. In our method, the multi-modal input data are defined as structural Magnetic Resonance Imaging (MRI) images and clinical data including several cognitive scores, APOE genotype, gender and age obtained from Alzheimer's Disease Neuroimaging Initiative cohort (ADNI). Our criteria of selecting these input data are that they are mostly obtained by non-invasive examination. The proposed method integrates features obtained from MRI images and clinical data effectively by using bi-linear fusion. Bi-linear fusion computes the products of all elements between image and clinical features, where the correlation between them are included. That led to a big improvement of prediction accuracy in the experiment. The prediction model using bi-linear fusion achieved to predict conversion in one year with 0.86 accuracy, comparing with 0.76 accuracy using linear fusion. The proposed method is useful for screening examination for AD or deciding a stratification approach within clinical trials since it achieved a high accuracy while the input data is relatively easy to be obtained.;0277-786X;1996-756X;978-1-5106-3396-4;;2020;11314;10.1117/12.2549483;S
"Pereira, M; Fantini, I; Lotufo, R; Rittner, L";"Pereira, Mariana; Fantini, Irene; Lotufo, Roberto; Rittner, Leticia";An extended-2D CNN for multiclass Alzheimer's Disease diagnosis through Structural MRI;MEDICAL IMAGING 2020: COMPUTER-AIDED DIAGNOSIS;Current techniques trying to predict Alzheimer's disease at an early-stage explore the structural information of T1-weighted MR Images. Among these techniques, deep convolutional neural network (CNN) is the most promising since it has been successfully used in a variety of medical imaging problems. However, the majority of works on Alzheimer's Disease tackle the binary classification problem only, i.e., to distinguish Normal Controls from Alzheimer's Disease patients. Only a few works deal with the multiclass problem, namely, patient classification into one of the three groups: Normal Control (NC), Alzheimer's Disease (AD) or Mild Cognitive Impairment (MCI). In this paper, our primary goal is to tackle the 3-class AD classification problem using T1-weighted MRI and a 2D CNN approach. We used the first two layers of ResNet34 as feature extractor and then trained a classifier using 64 x 64 sized patches from coronal 2D MRI slices. Our extended-2D CNN proposal explores the MRI volumetric information, by using non-consecutive 2D slices as input channels of the CNN, while maintaining the low computational costs associated with a 2D approach. The proposed model, trained and tested on images from ADNI dataset, achieved an accuracy of 68.6% for the multiclass problem, presenting the best performance when compared to state-of-the-art AD classification methods, even the 3D-CNN based ones.;0277-786X;1996-756X;978-1-5106-3396-4;;2020;11314;10.1117/12.2550753;S
"Eitel, F; Ritter, K";"Eitel, Fabian; Ritter, Kerstin";Testing the Robustness of Attribution Methods for Convolutional Neural Networks in MRI-Based Alzheimer's Disease Classification;INTERPRETABILITY OF MACHINE INTELLIGENCE IN MEDICAL IMAGE COMPUTING AND MULTIMODAL LEARNING FOR CLINICAL DECISION SUPPORT;Attribution methods are an easy to use tool for investigating and validating machine learning models. Multiple methods have been suggested in the literature and it is not yet clear which method is most suitable for a given task. In this study, we tested the robustness of four attribution methods, namely gradient * input, guided backpropagation, layer-wise relevance propagation and occlusion, for the task of Alzheimer's disease classification. We have repeatedly trained a convolutional neural network (CNN) with identical training settings in order to separate structural MRI data of patients with Alzheimer's disease and healthy controls. Afterwards, we produced attribution maps for each subject in the test data and quantitatively compared them across models and attribution methods. We show that visual comparison is not sufficient and that some widely used attribution methods produce highly inconsistent outcomes.;0302-9743;1611-3349;"978-3-030-33850-3; 978-3-030-33849-7";;2020;11797;10.1007/978-3-030-33850-3_1;S
"Zhao, L; Feng, X; Meyer, CH; Alsop, DC";"Zhao, Li; Feng, Xue; Meyer, Craig H.; Alsop, David C.";CHOROID PLEXUS SEGMENTATION USING OPTIMIZED 3D U-NET;2020 IEEE 17TH INTERNATIONAL SYMPOSIUM ON BIOMEDICAL IMAGING (ISBI 2020);The choroid plexus is the primary organ that secretes the cerebrospinal fluid. Its structure and function may be associated with the brain drainage pathway and the clearance of amyloid-beta in Alzheimer's Disease. However, choroid plexus segmentation methods have rarely been studied. Therefore, the purpose of this work is to fill the gap using a deep convolutional network. MR images of 10 healthy subjects (75.5 +/- 8.0 years) were retrospectively selected from the Alzheimer's Disease Neuroimaging Initiative database (ADNI). The benchmark of choroid plexus segmentation was provided by the FreeSurfer package and manual correction. A 3D U-Net was developed and optimized in the patch extraction, augmentation, and loss function. In leave-one-out cross-validations, the optimized U-Net provided superior performance compared to the FreeSurfer results (Dice score 0.732 +/- 0.046 vs 0.581 +/- 0.093, Jaccard coefficient 0.579 +/- 0.057 vs 0.416 +/- 0.091, 95% Hausdorff distance 1.871 +/- 0.549 vs 7.257 +/- 5.038, and sensitivity 0.761 +/- 0.078 vs 0.539 +/- 0.117).;1945-7928;;978-1-5386-9330-8;;2020;;;S
"Xia, ZM; Yue, GH; Xu, YW; Feng, CY; Yang, MY; Wang, TF; Lei, BY";"Xia, Zaimin; Yue, Guanghui; Xu, Yanwu; Feng, Chiyu; Yang, Mengya; Wang, Tianfu; Lei, Baiying";A NOVEL END-TO-END HYBRID NETWORK FOR ALZHEIMER'S DISEASE DETECTION USING 3D CNN AND 3D CLSTM;2020 IEEE 17TH INTERNATIONAL SYMPOSIUM ON BIOMEDICAL IMAGING (ISBI 2020);Structural magnetic resonance imaging (sMRI) plays an important role in Alzheimer's disease (AD) detection as it shows morphological changes caused by brain atrophy. Convolutional neural network (CNN) has been successfully used to achieve good performance in accurate diagnosis of AD. However, most existing methods utilized shallow CNN structures due to the small amount of sMRI data, which limits the ability of CNN to learn high-level features. Thus, in this paper, we propose a novel unified CNN framework for AD identification, where both 3D CNN and 3D convolutional long short-term memory (3D CLSTM) are employed. Specifically, we firstly exploit a 6-layer 3D CNN to learn informative features, then 3D CLSTM is leveraged to further extract the channel-wise higher-level information. Extensive experimental results on ADNI dataset show that our model has achieved an accuracy of 94.19% for AD detection, which outperforms the state-of-the-art methods and indicates the high effectiveness of our proposed method.;1945-7928;;978-1-5386-9330-8;;2020;;;S
"Ramon-Julvez, U; Hernandez, M; Mayordomo, E";"Ramon-Julvez, Ubaldo; Hernandez, Monica; Mayordomo, Elvira";ANALYSIS OF THE INFLUENCE OF DIFFEOMORPHIC NORMALIZATION IN THE PREDICTION OF STABLE VS PROGRESSIVE MCI CONVERSION WITH CONVOLUTIONAL NEURAL NETWORKS;2020 IEEE 17TH INTERNATIONAL SYMPOSIUM ON BIOMEDICAL IMAGING (ISBI 2020);We study the effect of the selection of diffeomorphic normalization in the performance of Spasov's deep-learning system for the problem of progressive MCI vs stable MCI discrimination. We considered different degrees of normalization (no, affine and non-rigid normalization) and two diffeomorphic registration methods (ANTS and BL PDE-LDDMM) with different image similarity metrics (SSD, NCC, and lNCC) yielding qualitatively different deformation models and quantitatively different degrees of registration accuracy. BL PDE-LDDMM NCC achieved the best performing accuracy with median values of 89%. Surprisingly, the accuracy of no and affine normalization was also among the highest, indicating that the deep-learning system is powerful enough to learn accurate models for pMCI vs sMCI discrimination without the need for normalization. However, the best sensitivity values were obtained by BL PDE-LDDMM SSD and NCC with median values of 97% and 94% while the sensitivity of the remaining methods stayed under 88%.;1945-7928;;978-1-5386-9330-8;;2020;;;S
"Yushkevich, PA; Martin, MMID; Ittyerah, R; Lim, S; Lavery, M; Wang, JC; Hung, LY; Vergnet, N; Ravikumar, S; Xie, L; Done, MJ; DeFlores, R; Cui, S; McCollum, L; Ohm, DT; Robinson, JL; Schuck, T; Grossman, M; Tisdall, MD; Prabhakaran, K; Mizsei, G; Das, SR; Artacho-Peula, E; Jimenez, MDA; Lopez, MM; Rabal, MPM; Romero, FJM; Lee, EB; Trojanowski, JQ; Wisse, LEM; Wolk, DA; Irwin, DJ; Insausti, R";"Yushkevich, Paul A.; de Onzono Martin, Maria Mercedes Iniguez; Ittyerah, Ranjit; Lim, Sydney; Lavery, Madigan; Wang, Jiancong; Hung, Ling Yu; Vergnet, Nicolas; Ravikumar, Sadhana; Xie, Long; Done, Mengjin; DeFlores, Robin; Cui, Salena; McCollum, Lauren; Ohm, Daniel T.; Robinson, John L.; Schuck, Theresa; Grossman, Murray; Tisdall, M. Dylan; Prabhakaran, Karthik; Mizsei, Gabor; Das, Sandhitsu R.; Artacho-Perula, Emilio; Arroyo Jimenez, Maria del Mar; Munoz Lopez, Monica; Marcos Rabal, Maria Pilar; Molina Romero, Francisco Javier; Lee, Edward B.; Trojanowski, John Q.; Wisse, Laura E. M.; Wolk, David A.; Irwin, David J.; Insausti, Ricardo";3D MAPPING OF TAU NEUROFIBRILLARY TANGLE PATHOLOGY IN THE HUMAN MEDIAL TEMPORAL LOBE;2020 IEEE 17TH INTERNATIONAL SYMPOSIUM ON BIOMEDICAL IMAGING (ISBI 2020);Tau protein neurofibrillary tangles (NFT) are linked to neuronal and synaptic loss and cognitive decline in Alzheimer's disease (AD) and related dementias. In AD, NFT pathology is known to spread through the cortex in a characteristic pattern, starting in the medial temporal lobe. However, the exact 3D pattern of NFT progression has not been described, and capturing this pattern quantitatively can help inform in vivo AD imaging biomarkers. We present a computational framework for generating 3D maps of NFT load from ex vivo MRI and serial histology. Weakly supervised deep learning is used to detect NFTs on histology slides prepared with an anti-tau immunohistochemistry stain, and a multi-stage registration pipeline that leverages 3D printing is used for histology-MRI alignment. Derived maps of NFT density are strongly concordant with manual NFT counting, as well as categorical NFT severity ratings used for clinical diagnosis.;1945-7928;;978-1-5386-9330-8;;2020;;;S
"Barbaroux, H; Feng, XY; Yang, J; Laine, AF; Angelini, ED";"Barbaroux, Hugo; Feng, Xinyang; Yang, Jie; Laine, Andrew F.; Angelini, Elsa D.";ENCODING HUMAN CORTEX USING SPHERICAL CNNS - A STUDY ON ALZHEIMER'S DISEASE CLASSIFICATION;2020 IEEE 17TH INTERNATIONAL SYMPOSIUM ON BIOMEDICAL IMAGING (ISBI 2020);In neuroimaging studies, the human cortex is commonly modelled as a sphere to preserve the topological structure of the cortical surface. In this work, we explore the analysis of the human cortex using spherical CNN in an Alzheimer's disease (AD) classification task, using morphometric measures derived from T1-weighted structural MRI. Our results show superior performance in classifying AD versus cognitively normal subjects and in predicting mild cognitive impairment progression within two years. This work demonstrates the feasibility and superiority of the spherical CNN directly applied on the spherical representation in the discriminative analysis of the human cortex and could be readily extended to other imaging modalities and other neurological diseases.;1945-7928;;978-1-5386-9330-8;;2020;;;S
"Ben Ahmed, O; Fezzani, S; Guillevin, C; Fezai, L; Naudin, M; Gianelli, B; Fernandez-Maloigne, C";"Ben Ahmed, Olfa; Fezzani, Seifeddine; Guillevin, Carole; Fezai, Lobna; Naudin, Mathieu; Gianelli, Benoit; Fernandez-Maloigne, Christine";DeepMRS: An End-to-End Deep Neural Network for Dementia Disease Detection using MRS Data;2020 IEEE 17TH INTERNATIONAL SYMPOSIUM ON BIOMEDICAL IMAGING (ISBI 2020);"Alzheimer's disease (AD) is the most common form of dementia. Neuroimaging data is an integral part of the clinical assessment providing a way for clinicians to detect brain abnormalities for AD diagnosis. Anatomical MRI has been widely used to assess structural brain atrophy for AD detection and prediction. In addition to structural changes, metabolic changes in some brain regions such as the Posterior Cingulate Cortex (PCC) could be a good bio-marker for an early AD detection. Recently, proton Magnetic Resonance Spectroscopy (1H-MRS) have been proved to be effective to reveal a wealth of brain metabolic information. In this paper, we propose an end-to-end deep leaning Network for early AD and Normal Control (NC) subjects classification using 1H-MRS raw data from the PCC area. This work is the first investigation of 1H-MRS data with deep-learning technique for early AD detection. Data of 135 subjects, collected in Poitiers university hospital, are used to learn the proposed DeepMRS network. Our classification of patients with early AD versus NC subjects achieves an AUC of 94; 74%, a sensitivity of 100% and a specificity of 89; 47% demonstrating a promising early dementia detection performance.";1945-7928;;978-1-5386-9330-8;;2020;;;S
"Nakagawa, T; Ishida, M; Naito, J; Nagai, A; Yamaguchi, S; Onoda, K";"Nakagawa, Tomonori; Ishida, Manabu; Naito, Junpei; Nagai, Atsushi; Yamaguchi, Shuhei; Onoda, Keiichi";Prediction of conversion to Alzheimer's disease using deep survival analysis of MRI images;BRAIN COMMUNICATIONS;The prediction of the conversion of healthy individuals and those with mild cognitive impairment to the status of active Alzheimer's disease is a challenging task. Recently, a survival analysis based upon deep learning was developed to enable predictions regarding the timing of an event in a dataset containing censored data. Here, we investigated whether a deep survival analysis could similarly predict the conversion to Alzheimer's disease. We selected individuals with mild cognitive impairment and cognitively normal subjects and used the grey matter volumes of brain regions in these subjects as predictive features. We then compared the prediction performances of the traditional standard Cox proportional-hazard model, the DeepHit model and our deep survival model based on a Weibull distribution. Our model achieved a maximum concordance index of 0.835, which was higher than that yielded by the Cox model and comparable to that of the DeepHit model. To our best knowledge, this is the first report to describe the application of a deep survival model to brain magnetic resonance imaging data. Our results demonstrate that this type of analysis could successfully predict the time of an individual's conversion to Alzheimer's disease.;;2632-1297;;;2020;2;10.1093/braincomms/fcaa057;J
"Abu Alasal, S; Bashabsheh, EAL; Najadat, H";"Abu Alasal, Sanaa; Bashabsheh, Emran A. L.; Najadat, Hassan";Overview of Positron Emission Tomography (PET) for Brain Functions Degeneration Classification;2020 11TH INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION SYSTEMS (ICICS);Positron Emission Tomography scans show metabolic changes that occur in an organ or tissue at the cellular level. This is important because at the cellular level the disease always starts. Computed Tomography scans and Magnetic Resonance Images are not able to reveal cell-level problems. So, Positron Emission Tomography scans can detect changes in the cells very early, but the others detect changes as a disease affects the organs or tissue structure. Since it rises, Positron Emission Tomography gained a serious role in the diagnosis and treatment of brain disorders such as Alzheimer's disease, Parkinson's and Dementia, in addition to tumors. Because of the high level of chemical activity that exists in abnormal tissues such as cancer cells, these cells will show up as bright spots on these scans. This can play a major role in the diagnostic process if modern image processing methods are used to identify bright areas, as it will assist specialists in the diagnostic process and monitor the pathological condition during the treatment period. In this paper we summarize the most prominent methods used in processing positron images, starting from the traditional stages through to machine learning techniques and then to deep learning that occupies a large area in recent days.;2471-125X;;978-1-7281-6227-0;;2020;;10.1109/ICICS49469.2020.239500;S
"Manokar, V; Balaji, R; Nandhini, VM; Shankar, S; Patnaik, LM";"Manokar, Vigneshwar; Balaji, R.; Nandhini, V. M.; Shankar, S.; Patnaik, L. M.";Wavelet Decomposition and Classification of Diseased fMRI Brain Images Using Self Organized Maps;2020 6TH INTERNATIONAL CONFERENCE ON ADVANCED COMPUTING AND COMMUNICATION SYSTEMS (ICACCS);There are many solutions for detection and classification and classification of dementia into its corresponding patterns using PET, SPECT, MRT, fMRT addressing to the classification based on the patterns. They are classified based on the corresponding diseased and Non-diseased Syndrome types. Here in this scope, solution anticipated to the inter-related disease with Picks Syndrome (PD) and Alzheimers Disease Syndrome (AD). The image data sets implied her are the functional Magnetic Resonance Images. The images become very contrasting based on many parameters - capturing intensity, noise content, geographical locations, Image acquisition based on the different corporate machines, capability of the Radiologist, the moment during the motion capturing, patient nature, etc., and hence many more features that comes into the account. Ultimately this effects the intensity and the noise level imposed during the motion capturing. A Daubechies Wavelet Transform is implied here. Its properties are: 1) Smoothening filters 2) extraction of frequency (feature) components 3) Median filter - removing the random noises better. A fourth level of extraction of features using the Wavelet Decomposition by Daubechies type was implied for formation of the feature vectors. From the sub-band regions of H-H level order with fourth level of decomposition level which will have high resolution was chosen for this act. Other have low-high combinatory, and fourth band has low - low combination which are very difficult to pick up the resolution points. This obtained features were implied for feature vector formation. The extraction of the features was obtained from the approximated co-efficients got from the Approximated sub-band levels thus chosen to form the input images and extracted co-efficients were fed to design, train and test the network for convergence, network framing and efficiency estimation respectively. A Self Organizing Map technique was chosen for designing up of the network using the Competitive Neural Network. This was used to classify the normal and Dementia based image types into its corresponding types. This enables a good proviso for designing up of the network and also provides efficiency in convergence of the network, classification of the two types of diseases and also in classification of the disease types into its individual inter dependent types such as Demential and Non-Demential types.;2469-5556;;"978-1-7281-5197-7; 978-1-7281-5196-0";;2020;;;S
"Gao, F; Yoon, H; Xu, YZ; Goradia, D; Luo, J; Wu, T; Su, Y";"Gao, Fei; Yoon, Hyunsoo; Xu, Yanzhe; Goradia, Dhruman; Luo, Ji; Wu, Teresa; Su, Yi";AD-NET: Age-adjust neural network for improved MCI to AD conversion prediction;NEUROIMAGE-CLINICAL;"The prediction of Mild Cognitive Impairment (MCI) patients who are at higher risk converting to Alzheimer's Disease (AD) is critical for effective intervention and patient selection in clinical trials. Different biomarkers including neuroimaging have been developed to serve the purpose. With extensive methodology development efforts on neuroimaging, an emerging field is deep learning research. One great challenge facing deep learning is the limited medical imaging data available. To address the issue, researchers explore the use of transfer learning to extend the applicability of deep models on neuroimaging research for AD diagnosis and prognosis. Existing transfer learning models mostly focus on transferring the features from the pre-training into the fine-tuning stage. Recognizing the advantages of the knowledge gained during the pre-training, we propose an AD-NET (Age-adjust neural network) with the pre-training model serving two purposes: extracting and transferring features; and obtaining and transferring knowledge. Specifically, the knowledge being transferred in this research is an age-related surrogate biomarker. To evaluate the effectiveness of the proposed approach, AD-NET is compared with 8 classification models from literature using the same public neuroimaging dataset. Experimental results show that the proposed AD-NET outperforms the competing models in predicting the MCI patients at risk for conversion to the AD stage.";2213-1582;;;;2020;27;10.1016/j.nicl.2020.102290;J
"Vanderbecq, Q; Xu, E; Stroer, S; Couvy-Duchesne, B; Melo, MD; Dormont, D; Colliot, O";"Vanderbecq, Quentin; Xu, Eric; Stroer, Sebastian; Couvy-Duchesne, Baptiste; Melo, Mauricio Diaz; Dormont, Didier; Colliot, Olivier";Comparison and validation of seven white matter hyperintensities segmentation software in elderly patients;NEUROIMAGE-CLINICAL;Background: Manual segmentation is currently the gold standard to assess white matter hyperintensities (WMH), but it is time consuming and subject to intra and inter-operator variability. Purpose: To compare automatic methods to segment white matter hyperintensities (WMH) in the elderly in order to assist radiologist and researchers in selecting the most relevant method for application on clinical or research data. Material and Methods: We studied a research dataset composed of 147 patients, including 97 patients from the Alzheimer's Disease Neuroimaging Initiative (ADNI) 2 database and 50 patients from ADNI 3 and a clinical routine dataset comprising 60 patients referred for cognitive impairment at the Pitie-Salpetriere hospital (imaged using four different MRI machines). We used manual segmentation as the gold standard reference. Both manual and automatic segmentations were performed using FLAIR MRI. We compared seven freely available methods that produce segmentation mask and are usable by a radiologist without a strong knowledge of com- puter programming: LGA (Schmidt et al., 2012), LPA (Schmidt. 2017), BIANCA (Griffanti et al., 2016), UBO detector (Jiang et al., 2018), W2MHS (Ithapu et al., 2014), nicMSlesion (with and without retraining) (Valverde et al., 2019, 2017). The primary outcome for assessing segmentation accuracy was the Dice similarity coefficient (DSC) between the manual and the automatic segmentation software. Secondary outcomes included five other metrics. Results: A deep learning approach, NicMSlesion, retrained on data from the research dataset ADNI, performed best on this research dataset (DSC: 0.595) and its DSC was significantly higher than that of all others. However, it ranked fifth on the clinical routine dataset and its performance severely dropped on data with artifacts. On the clinical routine dataset, the three top-ranked methods were LPA, SLS and BIANCA. Their performance did not differ significantly but was significantly higher than that of other methods. Conclusion: This work provides an objective comparison of methods for WMH segmentation. Results can be used by radiologists to select a tool.;2213-1582;;;;2020;27;10.1016/j.nicl.2020.102357;J
"Kumar, A; Tripathi, P; Ansari, MA; Ashok, A";"Kumar, Arun; Tripathi, Pragati; Ansari, M. A.; Ashok, Alaknanda";Novel scheme of k-SVM analysis using PCA and NN for detection of MRI brain images;JOURNAL OF INTERDISCIPLINARY MATHEMATICS;The MRI brain image detection and classification is very crucial for medical science. From last few years, various methods are being presented. Here in this paper, we proposed a novel approach to classify a given MRI brain image as normal or abnormal i.e. affected through tumor. The performed method firstly taken the wavelet transform for feature extraction from the images then applied principle component analysis to decrease the dimensions of features. Then the decreased features are being employed to kernel-support vector machine (k-SVM). Here the data has been taken for seven general brain diseases viz. glioma, Alzheimer's disease, Sarcoma, coma, LINN, IPOL, HPOL. We collected the data of 20 normal and 140 abnormal patients from Harvard Medical Laboratory website. Here four methods of SVM are performed such as L-Kernel, RBF, Poly, and NN. The comparative analysis is also being performed by the existing literatures which illustrates the result by DWT+PCA+KSVM by applying with GRB Kernel. Our classification gives fast and accurate results and assist doctors to distinguish between normal or abnormal to certain precision values.;0972-0502;2169-012X;;;2020;23;10.1080/09720502.2020.1723923;J
