Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Overview of the Third Workshop on Medical Content–Based Retrieval for Clinical Decision Support (MCBR–CDS 2012)","Medical Content-Based Retrieval for Clinical Decision Support","","","","10.1007/978-3-642-36678-9_1","Henning MüllerHayit Greenspan","2013","http://link.springer.com/chapter/10.1007/978-3-642-36678-9_1","Chapter"
"A novel Parkinson’s Disease Diagnosis Index using higher-order spectra features in EEG signals","Neural Computing and Applications","","","","10.1007/s00521-016-2756-z","Rajamanickam YuvarajU. Rajendra AcharyaYuki Hagiwara","2016","http://link.springer.com/article/10.1007/s00521-016-2756-z","Article"
"Yet Another ADNI Machine Learning Paper? Paving the Way Towards Fully-Reproducible Research on Classification of Alzheimer’s Disease","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-67389-9_7","Jorge Samper-GonzálezNinon BurgosSabrina FontanellaHugo BertinMarie-Odile HabertStanley DurrlemanTheodoros EvgeniouOlivier Colliot","2017","http://link.springer.com/chapter/10.1007/978-3-319-67389-9_7","Chapter"
"Multimodal Multi-label Transfer Learning for Early Diagnosis of Alzheimer’s Disease","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-24888-2_29","Bo ChengMingxia LiuDaoqiang Zhang","2015","http://link.springer.com/chapter/10.1007/978-3-319-24888-2_29","Chapter"
"Regularized Multi-source Matrix Factorization for Diagnosis of Alzheimer’s Disease","Neural Information Processing","","","","10.1007/978-3-319-70087-8_49","Xiaofan QueYazhou RenJiayu ZhouZenglin Xu","2017","http://link.springer.com/chapter/10.1007/978-3-319-70087-8_49","Chapter"
"Multi-view Classification for Identification of Alzheimer’s Disease","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-24888-2_31","Xiaofeng ZhuHeung-Il SukYonghua ZhuKim-Han ThungGuorong WuDinggang Shen","2015","http://link.springer.com/chapter/10.1007/978-3-319-24888-2_31","Chapter"
"ASL-incorporated Pharmacokinetic Modelling of PET Data With Reduced Acquisition Time: Application to Amyloid Imaging","Medical Image Computing and Computer-Assisted Intervention -- MICCAI 2016","","","","10.1007/978-3-319-46726-9_47","Catherine J. ScottJieqing JiaoAndrew MelbourneJonathan M. SchottBrian F. HuttonSébastien Ourselin","2016","http://link.springer.com/chapter/10.1007/978-3-319-46726-9_47","Chapter"
"Canonical Correlation Analysis on Riemannian Manifolds and Its Applications","Computer Vision – ECCV 2014","","","","10.1007/978-3-319-10605-2_17","Hyunwoo J. KimNagesh AdluruBarbara B. BendlinSterling C. JohnsonBaba C. VemuriVikas Singh","2014","http://link.springer.com/chapter/10.1007/978-3-319-10605-2_17","Chapter"
"Hadoop for EEG Storage and Processing: A Feasibility Study","Brain Informatics and Health","","","","10.1007/978-3-319-09891-3_21","Ghita BerradaMaurice van KeulenMena B. Habib","2014","http://link.springer.com/chapter/10.1007/978-3-319-09891-3_21","Chapter"
"MRI-Based Feature Extraction Using Supervised General Stochastic Networks in Dementia Diagnosis","Natural and Artificial Computation for Biomedicine and Neuroscience","","","","10.1007/978-3-319-59740-9_36","D. Collazos-HuertasA. Tobar-RodriguezD. Cárdenas-PeñaG. Castellanos-Dominguez","2017","http://link.springer.com/chapter/10.1007/978-3-319-59740-9_36","Chapter"
"A Neuroaesthetic Study of the Cerebral Perception and Appreciation of Paintings by Titian Using EEG and Eyetracker Measurements","Symbiotic Interaction","","","","10.1007/978-3-319-24917-9_3","Francesca BabiloniDario RossiPatrizia CherubinoArianna TrettelDaniela PicconiAnton Giulio MaglioneGiovanni VecchiatoFabio Babiloni","2015","http://link.springer.com/chapter/10.1007/978-3-319-24917-9_3","Chapter"
"Harmonizing Diffusion MRI Data Across Multiple Sites and Scanners","Medical Image Computing and Computer-Assisted Intervention -- MICCAI 2015","","","","10.1007/978-3-319-24553-9_2","Hengameh MirzaalianAmicie de PierrefeuPeter SavadjievOfer PasternakSylvain BouixMarek KubickiCarl-Fredrik WestinMartha E. ShentonYogesh Rathi","2015","http://link.springer.com/chapter/10.1007/978-3-319-24553-9_2","Chapter"
"Emotion Understanding Using Multimodal Information Based on Autobiographical Memories for Alzheimer’s Patients","Computer Vision – ACCV 2016 Workshops","","","","10.1007/978-3-319-54407-6_17","Juan Manuel Fernandez MontenegroAthanasios GkeliasVasileios Argyriou","2017","http://link.springer.com/chapter/10.1007/978-3-319-54407-6_17","Chapter"
"Analysing the Robust EEG Channel Set for Person Authentication","Neural Information Processing","","","","10.1007/978-3-319-26561-2_20","Salahiddin AltahatGirija ChettyDat TranWanli Ma","2015","http://link.springer.com/chapter/10.1007/978-3-319-26561-2_20","Chapter"
"Study of EEG Power Fluctuations Enhanced by Linguistic Stimulus for Cognitive Decline Screening","Pervasive Computing Paradigms for Mental Health","","","","10.1007/978-3-319-32270-4_17","Sofia SegkouliIoannis PaliokasDimitrios TzovarasMagda TsolakiCharalampos Karagiannidis","2016","http://link.springer.com/chapter/10.1007/978-3-319-32270-4_17","Chapter"
"FCNet: A Convolutional Neural Network for Calculating Functional Connectivity from Functional MRI","Connectomics in NeuroImaging","","","","10.1007/978-3-319-67159-8_9","Atif RiazMuhammad AsadS. M. Masudur Rahman Al-ArifEduardo AlonsoDanai DimaPhilip CorrGreg Slabaugh","2017","http://link.springer.com/chapter/10.1007/978-3-319-67159-8_9","Chapter"
"Individual Analysis of Molecular Brain Imaging Data Through Automatic Identification of Abnormality Patterns","Molecular Imaging, Reconstruction and Analysis of Moving Body Organs, and Stroke Imaging and Treatment","","","","10.1007/978-3-319-67564-0_2","Ninon BurgosJorge Samper-GonzálezAnne BertrandMarie-Odile HabertSébastien OurselinStanley DurrlemanM.  Jorge  CardosoOlivier Colliot","2017","http://link.springer.com/chapter/10.1007/978-3-319-67564-0_2","Chapter"
"Anatomically Constrained Weak Classifier Fusion for Early Detection of Alzheimer’s Disease","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-10581-9_18","Mawulawoé KomlaganVinh-Thong TaXingyu PanJean-Philippe DomengerD. Louis CollinsPierrick Coupé","2014","http://link.springer.com/chapter/10.1007/978-3-319-10581-9_18","Chapter"
"Detection of Schizophrenia in brain MR images based on segmented ventricle region and deep belief networks","Neural Computing and Applications","","","","10.1007/s00521-018-3360-1","Manohar LathaGanesan Kavitha","2018","http://link.springer.com/article/10.1007/s00521-018-3360-1","Article"
"Categorize, Cluster, and Classify: A 3-C Strategy for Scientific Discovery in the Medical Informatics Platform of the Human Brain Project","Discovery Science","","","","10.1007/978-3-319-11812-3_7","Tal GaliliAlexis MitelpunktNetta ShacharMira Marcus-KalishYoav Benjamini","2014","http://link.springer.com/chapter/10.1007/978-3-319-11812-3_7","Chapter"
"A novel dementia diagnosis strategy on arterial spin labeling magnetic resonance images via pixel-wise partial volume correction and ranking","Multimedia Tools and Applications","","75","4","10.1007/s11042-014-2395-2","Wei HuangPeng ZhangMinmin Shen","2016","http://link.springer.com/article/10.1007/s11042-014-2395-2","Article"
"EEG Brain Symmetry Index Using Hilbert Huang Transform","Modeling, Design and Simulation of Systems","","","","10.1007/978-981-10-6463-0_47","Fathrul Azarshah Abdul AzizMohd Ibrahim ShapiaiAznida Firzah Abdul AzizFairuz AliAyman MalihaZuwairie Ibrahim","2017","http://link.springer.com/chapter/10.1007/978-981-10-6463-0_47","Chapter"
"Multimodal Hyper-connectivity Networks for MCI Classification","Medical Image Computing and Computer Assisted Intervention − MICCAI 2017","","","","10.1007/978-3-319-66182-7_50","Yang LiXinqiang GaoBiao JiePew-Thian YapMin-jeong KimChong-Yaw WeeDinggang Shen","2017","http://link.springer.com/chapter/10.1007/978-3-319-66182-7_50","Chapter"
"Evaluation of Four Supervised Learning Schemes in White Matter Hyperintensities Segmentation in Absence or Mild Presence of Vascular Pathology","Medical Image Understanding and Analysis","","","","10.1007/978-3-319-60964-5_42","Muhammad Febrian RachmadiMaria del C. Valdés-HernándezMaria Leonora Fatimah AganTaku Komura","2017","http://link.springer.com/chapter/10.1007/978-3-319-60964-5_42","Chapter"
"Maximum Mean Discrepancy Based Multiple Kernel Learning for Incomplete Multimodality Neuroimaging Data","Medical Image Computing and Computer-Assisted Intervention − MICCAI 2017","","","","10.1007/978-3-319-66179-7_9","Xiaofeng ZhuKim-Han ThungEhsan AdeliYu ZhangDinggang Shen","2017","http://link.springer.com/chapter/10.1007/978-3-319-66179-7_9","Chapter"
"EEG-MINE: Mining and Understanding Epilepsy Data","Trends and Applications in Knowledge Discovery and Data Mining","","","","10.1007/978-3-642-40319-4_14","SunHee KimChristos FaloutsosHyung-Jeong Yang","2013","http://link.springer.com/chapter/10.1007/978-3-642-40319-4_14","Chapter"
"EEG-Based Condition Clustering using Self-Organising Neural Network Map","Engineering Applications of Neural Networks","","","","10.1007/978-3-319-44188-7_11","Hassan HamdounAliyu Ahmad Usman","2016","http://link.springer.com/chapter/10.1007/978-3-319-44188-7_11","Chapter"
"Adaptive Fusion of Texture-Based Grading: Application to Alzheimer’s Disease Detection","Patch-Based Techniques in Medical Imaging","","","","10.1007/978-3-319-67434-6_10","Kilian HettVinh-Thong TaJosé V. ManjónPierrick Coupé","2017","http://link.springer.com/chapter/10.1007/978-3-319-67434-6_10","Chapter"
"Multi-task neural networks for joint hippocampus segmentation and clinical score regression","Multimedia Tools and Applications","","","","10.1007/s11042-017-5581-1","Liang CaoLong LiJifeng ZhengXin FanFeng YinHui ShenJun Zhang","2018","http://link.springer.com/article/10.1007/s11042-017-5581-1","Article"
"Tree-Based Transforms for Privileged Learning","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-47157-0_23","Mehdi MoradiTanveer Syeda-MahmoodSoheil Hor","2016","http://link.springer.com/chapter/10.1007/978-3-319-47157-0_23","Chapter"
"Anterior osteoporosis classification in cervical vertebrae using fuzzy decision tree","Multimedia Tools and Applications","","77","3","10.1007/s11042-017-4468-5","Mustapha AouacheAini HussainMohd Asyraf ZulkifleyDiyana Wan Mimi Wan ZakiHafizah HusainHamzaini Bin Abdul Hamid","2018","http://link.springer.com/article/10.1007/s11042-017-4468-5","Article"
"Processing EEG Signals Towards the Construction of a User Experience Assessment Method","Ambient Intelligence for Health","","","","10.1007/978-3-319-26508-7_28","Ivan CarrilloVictoria Meza-KuboAlberto L. MoránGilberto GalindoEloisa García-Canseco","2015","http://link.springer.com/chapter/10.1007/978-3-319-26508-7_28","Chapter"
"Dimensionality Reduction Effect Analysis of EEG Signals in Cross-Correlation Classifiers Performance","Artificial Neural Networks and Machine Learning – ICANN 2016","","","","10.1007/978-3-319-44778-0_35","Jefferson Tales OlivaJoão Luís Garcia Rosa","2016","http://link.springer.com/chapter/10.1007/978-3-319-44778-0_35","Chapter"
"Analyzing EEG Signal Data for Detection of Epileptic Seizure: Introducing Weight on Visibility Graph with Complex Network Feature","Databases Theory and Applications","","","","10.1007/978-3-319-46922-5_5","SupriyaSiulyHua WangGuangping ZhuoYanchun Zhang","2016","http://link.springer.com/chapter/10.1007/978-3-319-46922-5_5","Chapter"
"Classification of Epileptoid Oscillations in EEG Using Shannon’s Entropy Amplitude Probability Distribution","Similarity Search and Applications","","","","10.1007/978-3-319-11988-5_23","Ronald BrobergRory Lewis","2014","http://link.springer.com/chapter/10.1007/978-3-319-11988-5_23","Chapter"
"Label-Alignment-Based Multi-Task Feature Selection for Multimodal Classification of Brain Disease","Machine Learning and Interpretation in Neuroimaging","","","","10.1007/978-3-319-45174-9_6","Chen ZuBiao JieSongcan ChenDaoqiang Zhang","2016","http://link.springer.com/chapter/10.1007/978-3-319-45174-9_6","Chapter"
"Alzheimer’s Disease Staging and Prediction","Multimodal Neuroimaging Computing for the Characterization of Neurodegenerative Disorders","","","","10.1007/978-981-10-3533-3_6","Sidong Liu","2017","http://link.springer.com/chapter/10.1007/978-981-10-3533-3_6","Chapter"
"Pixel-wise partial volume effects correction on arterial spin labeling magnetic resonance images","Multimedia Tools and Applications","","77","6","10.1007/s11042-017-4609-x","Wei HuangChuyu WanJing ZengHuijun DingPeng ZhangGuang Chen","2018","http://link.springer.com/article/10.1007/s11042-017-4609-x","Article"
"Deep Neural Network with l2-Norm Unit for Brain Lesions Detection","Neural Information Processing","","","","10.1007/978-3-319-70093-9_85","Mina RezaeiHaojin YangChristoph Meinel","2017","http://link.springer.com/chapter/10.1007/978-3-319-70093-9_85","Chapter"
"Adaptive Signal Recovery on Graphs via Harmonic Analysis for Experimental Design in Neuroimaging","Computer Vision – ECCV 2016","","","","10.1007/978-3-319-46466-4_12","Won Hwa KimSeong Jae HwangNagesh AdluruSterling C. JohnsonVikas Singh","2016","http://link.springer.com/chapter/10.1007/978-3-319-46466-4_12","Chapter"
"Integrating Feature Selection into Program Learning","Artificial General Intelligence","","","","10.1007/978-3-642-39521-5_4","Ben GoertzelNil GeisweillerCassio PennachinKaoru Ng","2013","http://link.springer.com/chapter/10.1007/978-3-642-39521-5_4","Chapter"
"Modeling Diffusion Directions of Corpus Callosum","Medical Image Understanding and Analysis","","","","10.1007/978-3-319-60964-5_45","Safa ElsheikhAndrew FishRoma ChakrabartiDiwei ZhouMara Cercignani","2017","http://link.springer.com/chapter/10.1007/978-3-319-60964-5_45","Chapter"
"Sparse Multi-kernel Based Multi-task Learning for Joint Prediction of Clinical Scores and Biomarker Identification in Alzheimer’s Disease","Medical Image Computing and Computer-Assisted Intervention − MICCAI 2017","","","","10.1007/978-3-319-66179-7_23","Peng CaoXiaoli LiuJinzhu YangDazhe ZhaoOsmar Zaiane","2017","http://link.springer.com/chapter/10.1007/978-3-319-66179-7_23","Chapter"
"Evaluating Alzheimer’s Disease Diagnosis Using Texture Analysis","Medical Image Understanding and Analysis","","","","10.1007/978-3-319-60964-5_41","Francisco Jesús Martinez-MurciaJuan Manuel GórrizJavier RamírezFermin SegoviaDiego Salas-GonzalezDiego Castillo-BarnesIgnacio A. IllánAndres Ortiz","2017","http://link.springer.com/chapter/10.1007/978-3-319-60964-5_41","Chapter"
"Recent developments in human gait research: parameters, approaches, applications, machine learning techniques, datasets and challenges","Artificial Intelligence Review","","49","1","10.1007/s10462-016-9514-6","Chandra PrakashRajesh KumarNamita Mittal","2018","http://link.springer.com/article/10.1007/s10462-016-9514-6","Article"
"Structural Connectivity Guided Sparse Effective Connectivity for MCI Identification","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-67389-9_35","Yang LiJingyu LiuMeilin LuoKe LiPew-Thian YapMinjeong KimChong-Yaw WeeDinggang Shen","2017","http://link.springer.com/chapter/10.1007/978-3-319-67389-9_35","Chapter"
"Multi-view feature selection and classification for Alzheimer’s Disease diagnosis","Multimedia Tools and Applications","","76","8","10.1007/s11042-015-3173-5","Mingxing ZhangYang YangFumin ShenHanwang ZhangYuan Wang","2017","http://link.springer.com/article/10.1007/s11042-015-3173-5","Article"
"TPCNN: Two-Phase Patch-Based Convolutional Neural Network for Automatic Brain Tumor Segmentation and Survival Prediction","Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries","","","","10.1007/978-3-319-75238-9_24","Fan ZhouTengfei LiHeng LiHongtu Zhu","2018","http://link.springer.com/chapter/10.1007/978-3-319-75238-9_24","Chapter"
"Predicting Clinical Outcomes of Alzheimer’s Disease from Complex Brain Networks","Advanced Data Mining and Applications","","","","10.1007/978-3-319-69179-4_36","Xingjuan LiYu LiXue Li","2017","http://link.springer.com/chapter/10.1007/978-3-319-69179-4_36","Chapter"
"A Whole-Brain Reconstruction Approach for FOD Modeling from Multi-Shell Diffusion MRI","Connectomics in NeuroImaging","","","","10.1007/978-3-319-67159-8_18","Wei SunJunling LiYonggang Shi","2017","http://link.springer.com/chapter/10.1007/978-3-319-67159-8_18","Chapter"
"Nonlinear Methodologies Applied to Automatic Recognition of Emotions: An EEG Review","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_73","Beatriz García-MartínezArturo Martínez-RodrigoRaúl AlcarazAntonio Fernández-CaballeroPascual González","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_73","Chapter"
"A new image-based immersive tool for dementia diagnosis using pairwise ranking and learning","Multimedia Tools and Applications","","75","9","10.1007/s11042-015-2826-8","Wei HuangShuru ZengJing LiGuang Chen","2016","http://link.springer.com/article/10.1007/s11042-015-2826-8","Article"
"PROCESS: Projection-Based Classification of Electroencephalograph Signals","Artificial Intelligence and Soft Computing","","","","10.1007/978-3-319-19369-4_9","Krisztian BuzaJúlia KollerKristóf Marussy","2015","http://link.springer.com/chapter/10.1007/978-3-319-19369-4_9","Chapter"
"Evaluating Imputation Techniques for Missing Data in ADNI: A Patient Classification Study","Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications","","","","10.1007/978-3-319-25751-8_1","Sergio CamposLuis PizarroCarlos ValleKatherine R. GrayDaniel RueckertHéctor Allende","2015","http://link.springer.com/chapter/10.1007/978-3-319-25751-8_1","Chapter"
"Information-Theoretic Clustering of Neuroimaging Metrics Related to Cognitive Decline in the Elderly","Medical Computer Vision: Algorithms for Big Data","","","","10.1007/978-3-319-42016-5_2","Madelaine DaianuGreg Ver SteegAdam MezherNeda JahanshadTalia M. NirXiaoran YanGautam PrasadKristina LermanAram GalstyanPaul M. Thompson","2016","http://link.springer.com/chapter/10.1007/978-3-319-42016-5_2","Chapter"
"Stability-Weighted Matrix Completion of Incomplete Multi-modal Data for Disease Diagnosis","Medical Image Computing and Computer-Assisted Intervention – MICCAI 2016","","","","10.1007/978-3-319-46723-8_11","Kim-Han ThungEhsan AdeliPew-Thian YapDinggang Shen","2016","http://link.springer.com/chapter/10.1007/978-3-319-46723-8_11","Chapter"
"Fusion Techniques in Biomedical Information Retrieval","Fusion in Computer Vision","","","","10.1007/978-3-319-05696-8_9","Alba García Seco de HerreraHenning Müller","2014","http://link.springer.com/chapter/10.1007/978-3-319-05696-8_9","Chapter"
"Random Forest and Gene Networks for Association of SNPs to Alzheimer’s Disease","Advances in Bioinformatics and Computational Biology","","","","10.1007/978-3-319-02624-4_10","Gilderlanio S. AraújoManuela R. B. SouzaJoão Ricardo M. OliveiraIvan G. Costa","2013","http://link.springer.com/chapter/10.1007/978-3-319-02624-4_10","Chapter"
"B-Spline Registration of Neuroimaging Modalites with Map-Reduce Framework","Brain Informatics and Health","","","","10.1007/978-3-319-23344-4_28","Pingge JiangJames A. Shackleford","2015","http://link.springer.com/chapter/10.1007/978-3-319-23344-4_28","Chapter"
"Identifying Relationships in Functional and Structural Connectome Data Using a Hypergraph Learning Method","Medical Image Computing and Computer-Assisted Intervention – MICCAI 2016","","","","10.1007/978-3-319-46723-8_2","Brent C. MunsellGuorong WuYue GaoNicholas DesistoMartin Styner","2016","http://link.springer.com/chapter/10.1007/978-3-319-46723-8_2","Chapter"
"A review of data mining using big data in health informatics","Journal Of Big Data","","1","1","10.1186/2196-1115-1-2","Matthew HerlandTaghi M KhoshgoftaarRandall Wald","2014","http://link.springer.com/article/10.1186/2196-1115-1-2","Article"
"Computational and Comparative Study on Multiple Kernel Learning Approaches for the Classification Problem of Alzheimer’s Disease","Nature of Computation and Communication","","","","10.1007/978-3-319-46909-6_30","Ahlam MallakJeonghwan GwakJong-In SongSang-Woong Lee","2016","http://link.springer.com/chapter/10.1007/978-3-319-46909-6_30","Chapter"
"Joint Diagnosis and Conversion Time Prediction of Progressive Mild Cognitive Impairment (pMCI) Using Low-Rank Subspace Clustering and Matrix Completion","Medical Image Computing and Computer-Assisted Intervention – MICCAI 2015","","","","10.1007/978-3-319-24574-4_63","Kim-Han ThungPew-Thian YapEhsan Adeli-MDinggang Shen","2015","http://link.springer.com/chapter/10.1007/978-3-319-24574-4_63","Chapter"
"Semi-supervised Hierarchical Multimodal Feature and Sample Selection for Alzheimer’s Disease Diagnosis","Medical Image Computing and Computer-Assisted Intervention – MICCAI 2016","","","","10.1007/978-3-319-46723-8_10","Le AnEhsan AdeliMingxia LiuJun ZhangDinggang Shen","2016","http://link.springer.com/chapter/10.1007/978-3-319-46723-8_10","Chapter"
"Fiber Tracking in Traumatic Brain Injury: Comparison of 9 Tractography Algorithms","Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries","","","","10.1007/978-3-319-30858-6_4","Emily L. DennisGautam PrasadMadelaine DaianuLiang ZhanTalin BabikianClaudia KernanRichard MinkChristopher BabbittJeffrey JohnsonChristopher C. GizaRobert F. AsarnowPaul M. Thompson","2016","http://link.springer.com/chapter/10.1007/978-3-319-30858-6_4","Chapter"
"Bayesian Gaussian Process Classification from Event-Related Brain Potentials in Alzheimer’s Disease","Artificial Intelligence in Medicine","","","","10.1007/978-3-319-59758-4_7","Wolfgang FruehwirtPengfei ZhangMatthias GerstgrasserDieter GrosseggerReinhold SchmidtThomas BenkePeter Dal-BiancoGerhard RansmayrLeonard WeydemannHeinrich GarnMarkus WaserMichael OsborneGeorg Dorffner","2017","http://link.springer.com/chapter/10.1007/978-3-319-59758-4_7","Chapter"
"Topological Measures of Connectomics for Low Grades Glioma","Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries","","","","10.1007/978-3-319-55524-9_3","Benjamin AmoahAlessandro Crimi","2016","http://link.springer.com/chapter/10.1007/978-3-319-55524-9_3","Chapter"
"Identifying Connectome Module Patterns via New Balanced Multi-graph Normalized Cut","Medical Image Computing and Computer-Assisted Intervention -- MICCAI 2015","","","","10.1007/978-3-319-24571-3_21","Hongchang GaoChengtao CaiJingwen YanLin YanJoaquin Goni CortesYang WangFeiping NieJohn WestAndrew SaykinLi ShenHeng Huang","2015","http://link.springer.com/chapter/10.1007/978-3-319-24571-3_21","Chapter"
"Cognitive Technology","Handbook of Science and Technology Convergence","","","","10.1007/978-3-319-07052-0_18","James L. Olds","2016","http://link.springer.com/referenceworkentry/10.1007/978-3-319-07052-0_18","ReferenceWorkEntry"
"Immediate ROI Search for 3-D Medical Images","Medical Content-Based Retrieval for Clinical Decision Support","","","","10.1007/978-3-642-36678-9_6","Karen SimonyanMarc ModatSebastien OurselinDavid CashAntonio CriminisiAndrew Zisserman","2013","http://link.springer.com/chapter/10.1007/978-3-642-36678-9_6","Chapter"
"Landmark-Based Alzheimer’s Disease Diagnosis Using Longitudinal Structural MR Images","Medical Computer Vision and Bayesian and Graphical Models for Biomedical Imaging","","","","10.1007/978-3-319-61188-4_4","Jun ZhangMingxia LiuLe AnYaozong GaoDinggang Shen","2017","http://link.springer.com/chapter/10.1007/978-3-319-61188-4_4","Chapter"
"Why Does Synthesized Data Improve Multi-sequence Classification?","Medical Image Computing and Computer-Assisted Intervention -- MICCAI 2015","","","","10.1007/978-3-319-24553-9_65","Gijs van TulderMarleen de Bruijne","2015","http://link.springer.com/chapter/10.1007/978-3-319-24553-9_65","Chapter"
"Multi-source Information Gain for Random Forest: An Application to CT Image Prediction from MRI Data","Machine Learning in Medical Imaging","","","","10.1007/978-3-319-24888-2_39","Tri HuynhYaozong GaoJiayin KangLi WangPei ZhangDinggang Shen","2015","http://link.springer.com/chapter/10.1007/978-3-319-24888-2_39","Chapter"
"Cognitive Technology","Handbook of Science and Technology Convergence","","","","10.1007/978-3-319-04033-2_18-1","James L. Olds","2014","http://link.springer.com/referenceworkentry/10.1007/978-3-319-04033-2_18-1","ReferenceWorkEntry"
"Introduction to MRI Time Series Image Analysis Techniques","Pattern Classification of Medical Images: Computer Aided Diagnosis","","","","10.1007/978-3-319-57027-3_5","Xiao-Xia YinSillas HadjiloucasYanchun Zhang","2017","http://link.springer.com/chapter/10.1007/978-3-319-57027-3_5","Chapter"
"High-order Connectomic Manifold Learning for Autistic Brain State Identification","Connectomics in NeuroImaging","","","","10.1007/978-3-319-67159-8_7","Mayssa SoussiaIslem Rekik","2017","http://link.springer.com/chapter/10.1007/978-3-319-67159-8_7","Chapter"
"Fast Predictive Simple Geodesic Regression","Deep Learning in Medical Image Analysis and Multimodal Learning for Clinical Decision Support","","","","10.1007/978-3-319-67558-9_31","Zhipeng DingGreg FleishmanXiao YangPaul ThompsonRoland KwittMarc Niethammer","2017","http://link.springer.com/chapter/10.1007/978-3-319-67558-9_31","Chapter"
"Overview of the 2015 Workshop on Medical Computer Vision — Algorithms for Big Data (MCV 2015)","Medical Computer Vision: Algorithms for Big Data","","","","10.1007/978-3-319-42016-5_1","Henning MüllerBjoern MenzeGeorg LangsAlbert MontilloMichael KelmShaoting ZhangWeidong CaiDimitris Metaxas","2016","http://link.springer.com/chapter/10.1007/978-3-319-42016-5_1","Chapter"
"Identification of Discriminative Subgraph Patterns in fMRI Brain Networks in Bipolar Affective Disorder","Brain Informatics and Health","","","","10.1007/978-3-319-23344-4_11","Bokai CaoLiang ZhanXiangnan KongPhilip S. YuNathalie VizuetaLori L. AltshulerAlex D. Leow","2015","http://link.springer.com/chapter/10.1007/978-3-319-23344-4_11","Chapter"
"Identification of Gender Specific Biomarkers for Alzheimer’s Disease","Brain Informatics and Health","","","","10.1007/978-3-319-23344-4_6","Dragan GambergerBernard ŽenkoAlexis MitelpunktNada Lavrač[Authorinst]for the Alzheimer’s Disease Neuroimaging Initiative","2015","http://link.springer.com/chapter/10.1007/978-3-319-23344-4_6","Chapter"
"Processing Neurology Clinical Data for Knowledge Discovery: Scalable Data Flows Using Distributed Computing","Machine Learning for Health Informatics","","","","10.1007/978-3-319-50478-0_15","Satya S. SahooAnnan WeiCurtis TatsuokaKaushik GhoshSamden D. Lhatoo","2016","http://link.springer.com/chapter/10.1007/978-3-319-50478-0_15","Chapter"
"Analysis of medications change in Parkinson’s disease progression data","Journal of Intelligent Information Systems","","","","10.1007/s10844-018-0502-y","Anita ValmarskaDragana MiljkovicNada LavračMarko Robnik-Šikonja","2018","http://link.springer.com/article/10.1007/s10844-018-0502-y","Article"
"Modeling Cognitive Trends in Preclinical Alzheimer’s Disease (AD) via Distributions over Permutations","Medical Image Computing and Computer-Assisted Intervention − MICCAI 2017","","","","10.1007/978-3-319-66179-7_78","Gregory PlumbLindsay ClarkSterling C. JohnsonVikas Singh","2017","http://link.springer.com/chapter/10.1007/978-3-319-66179-7_78","Chapter"
"A Master Pipeline for Discovery and Validation of Biomarkers","Machine Learning for Health Informatics","","","","10.1007/978-3-319-50478-0_13","Sebastian J. Teran HidalgoMichael T. LawsonDaniel J. LuckettMonica ChaudhariJingxiang ChenArkopal ChoudhuryArianna Di FlorioXiaotong JiangCrystal T. NguyenMichael R. Kosorok","2016","http://link.springer.com/chapter/10.1007/978-3-319-50478-0_13","Chapter"
"Deep Multi-task Multi-channel Learning for Joint Classification and Regression of Brain Status","Medical Image Computing and Computer-Assisted Intervention − MICCAI 2017","","","","10.1007/978-3-319-66179-7_1","Mingxia LiuJun ZhangEhsan AdeliDinggang Shen","2017","http://link.springer.com/chapter/10.1007/978-3-319-66179-7_1","Chapter"
"Nonlinear multi-output regression on unknown input manifold","Annals of Mathematics and Artificial Intelligence","","81","1 - 2","10.1007/s10472-017-9551-0","Alexander KuleshovAlexander Bernstein","2017","http://link.springer.com/article/10.1007/s10472-017-9551-0","Article"
"Differential Search Algorithm in Deep Neural Network for the Predictive Analysis of Xylitol Production in Escherichia Coli","Modeling, Design and Simulation of Systems","","","","10.1007/978-981-10-6502-6_5","Siti Noorain Mohmad Yousoff‘Amirah BaharinAfnizanfaizal Abdullah","2017","http://link.springer.com/chapter/10.1007/978-981-10-6502-6_5","Chapter"
"Towards the Identification of Disease Signatures","Brain Informatics and Health","","","","10.1007/978-3-319-23344-4_15","Tassos VenetisAnastasia AilamakiThomas HeinisManos KarpathiotakisFerath KherifAlexis MitelpunktVasilis Vassalos","2015","http://link.springer.com/chapter/10.1007/978-3-319-23344-4_15","Chapter"
