"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Meta-cognitive q-Gaussian RBF network for binary classification: Application to mild cognitive impairment (MCI)","G. S. Babu; S. Suresh; B. S. Mahanand","Sch. of Comput. Eng., Nanyang Technol. Univ., Singapore, Singapore","The 2013 International Joint Conference on Neural Networks (IJCNN)","20140109","2013","","","1","8","In this paper, we present a novel approach for classification of Mild Cognitive Impairment (MCI) and normal subjects from Magnetic Resonance Images (MRI) using a proposed `sequential Projection Based Learning for Meta-cognitive q-Gaussian Radial Basis Function Network (PBL-McqRBFN)' classifier. The McqRBFN has two components, namely, a cognitive component and a meta-cognitive components. The cognitive component is a single hidden layer Radial Basis Function (RBF) network with a q-Gaussian activation function, that allows different RBF's in one network, like the Gaussian, the Inverse Multiquadratic, and the Cauchy functions, by changing a real q-parameter. The meta-cognitive component present in McqRBFN helps in selecting proper samples to learn based on its current knowledge and evolve architecture automatically. The McqRBFN employs a sequential Projection Based Learning (PBL) algorithm to reduce the computational effort used in training. For simulation studies, we have used MRI data from the Alzheimer's Disease Neuroimaging Initiative database. Voxel Based Morphometry (VBM) is used for feature extraction from MRI data and extracted VBM features are fed into the PBL-McqRBFN classifier. The experimental results show that our proposed PBL-McqRBFN classifier can accurately differentiate MCI and normal subjects.","2161-4393;21614393","Electronic:978-1-4673-6129-3; POD:978-1-4673-6127-9","10.1109/IJCNN.2013.6706731","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6706731","","Alzheimer's disease;Feature extraction;Magnetic resonance imaging;Neurons;Radial basis function networks;Support vector machines;Training","Gaussian processes;biomedical MRI;feature extraction;medical image processing;pattern classification;radial basis function networks","MCI;MRI;PBL-McqRBFN classifier;VBM;alzheimer disease neuroimaging initiative database;binary classification;cognitive component;feature extraction;hidden layer radial basis function;inverse multiquadratic;magnetic resonance images;meta cognitive q-Gaussian RBF network;mild cognitive impairment;projection based learning for Meta-cognitive q-Gaussian radial basis function network;q-Gaussian activation function;sequential projection based learning;voxel based morphometry","","1","","38","","","","4-9 Aug. 2013","","IEEE","IEEE Conferences"
"Applying convolutional neural networks for pre-detection of alzheimer's disease from structural MRI data","K. A. N. N. P. Gunawardena; R. N. Rajapakse; N. D. Kodikara","University of Colombo School of Computing, 35, Reid Avenue, Colombo, SriLanka","2017 24th International Conference on Mechatronics and Machine Vision in Practice (M2VIP)","20171218","2017","","","1","7","During the recent years, there have been many studies implemented on the automatic diagnosis of Alzheimer's Disease (AD) using different methods. The focus of most of these studies has relied upon the detection of AD from neu-roimaging data. However, recognizing symptoms early as much as possible(Pre-detection) is crucial as disease modifying drugs will be most effective if administered early in the course of disease, before the occurrence of irreversible brain damages. Therefore, there is a high importance of utilizing automated techniques for the purpose of pre-detection of AD symptoms from such data. We report an experimental approach to evaluate the best pre-detection method of AD. Our study consists of two main experiments. Those two experiments were implemented using the Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset. Prior to our first experiment we have stated an assumption which is, if there is a successful AD detection method that will be successful in AD pre-detection also. Different studies have used different data sets and different diagnosing methods. Therefore we have verified the existing and the most successful detection method which is Support Vector Machine (SVMs) as the first experiment. According to the results obtained from the initial experiment (detection study) the sensitivity is 95.3%, the specificity is 71.4% and the accuracy is 84.4% with use of a SVM. Since those results were not successful, a deep learning based technique (Convolutional Neural Network) was proposed as the second experiment. The proposed Convolutional Neural Network (CNN) model was being tested using different image segmentation methods and different datasets. Finally the best image segmentation method obtained a high accuracy around 96% (sensitivity - 96%, specificity - 98%). And the CNN model remains unbiased to the dataset. Results of those experiments suggest an important role for early diagnosis of Alzheimer's disease using image processing and deep - earning techniques.","","Electronic:978-1-5090-6546-2; POD:978-1-5090-6547-9; USB:978-1-5090-6545-5","10.1109/M2VIP.2017.8211486","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8211486","Alzheimers Disease;Convolutional Neural Networks;Image Processing;Magnetic Resonance Imaging;Pattern Recognition;Support Vector Machine","Biological neural networks;Dementia;Feature extraction;Support vector machines","biomedical MRI;brain;correlation methods;diseases;feature extraction;image classification;image fusion;image representation;image segmentation;learning (artificial intelligence);medical image processing;neurophysiology;support vector machines","AD predetection;ADNI;Alzheimer Disease Neuroimaging Initiative;CNN;convolutional neural network model;deep learning based technique;detection study;diagnosing methods;different data sets;different datasets;different studies;disease modifying drugs;experimental approach;image processing;image segmentation method;image segmentation methods;initial experiment;irreversible brain damages;main experiments;neu-roimaging data;predetection method;structural MRI data;successful detection method;support vector machine","","","","","","","","21-23 Nov. 2017","","IEEE","IEEE Conferences"
"Age estimation from brain MRI images using deep learning","T. W. Huang; H. T. Chen; R. Fujimoto; K. Ito; K. Wu; K. Sato; Y. Taki; H. Fukuda; T. Aoki","Department of Computer Science, National Tsing-Hua University, Taiwan","2017 IEEE 14th International Symposium on Biomedical Imaging (ISBI 2017)","20170619","2017","","","849","852","Estimating human age from brain MR images is useful for early detection of Alzheimer's disease. In this paper we propose a fast and accurate method based on deep learning to predict subject's age. Compared with previous methods, our algorithm achieves comparable accuracy using fewer input images. With our GPU version program, the time needed to make a prediction is 20 ms. We evaluate our methods using mean absolute error (MAE) and our method is able to predict subject's age with MAE of 4.0 years.","","Electronic:978-1-5090-1172-8; POD:978-1-5090-1173-5","10.1109/ISBI.2017.7950650","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7950650","MRI;T1-weighted image;age estimation;brain-aging;deep learning","Biological neural networks;Graphics processing units;Kernel;Magnetic resonance imaging;Testing;Training","biomedical MRI;diseases;image recognition;learning (artificial intelligence)","Alzheimer's disease early detection;GPU version program;age estimation;brain MRI images;deep learning;mean absolute error","","","","","","","","18-21 April 2017","","IEEE","IEEE Conferences"
"Deep learning of texture and structural features for multiclass Alzheimer's disease classification","C. V. Dolph; M. Alam; Z. Shboul; M. D. Samad; K. M. Iftekharuddin","Vision Lab at Department of Electrical and Computer Engineering, Old Dominion University, Norfolk, VA 23529","2017 International Joint Conference on Neural Networks (IJCNN)","20170703","2017","","","2259","2266","This work proposes multiclass deep learning classification of Alzheimer's disease (AD) using novel texture and other associated features extracted from structural MRI. Two distinct learning models (Model 1 and 2) are presented where both include subcortical area specific feature extraction, feature selection and stacked auto-encoder (SAE) deep neural network (DNN). The models learn highly complex and subtle differences in spatial atrophy patterns using white matter volumes, gray matter volumes, cortical surface area, cortical thickness, and different types of Fractal Brownian Motion co-occurrence matrices for texture as features to classify AD from cognitive normal (CN) and mild cognitive impairment (MCI) in dementia patients. A five layer SAE with state-of-the-art dropout learning is trained on a publicly available ADNI dataset and the model performances are evaluated at two levels: one using in-house tenfold cross validation and another using the publicly available CADDementia competition. The in-house evaluations of our two models achieve 56.6% and 58.0% tenfold cross validation accuracies using 504 ADNI subjects. For the public domain evaluation, we are the first to report DNN to CADDementia and our methods yield competitive classification accuracies of 51.4% and 56.8%. Further, both of our proposed models offer higher True Positive Fraction (TPF) for AD class when compared to the top-overall ranked algorithm while Model 1 also ties for top diseased class sensitivity at 58.2% in the CADDementia challenge. Finally, Model 2 achieves strong disease class sensitivity with improvement in specificity and overall accuracy. Our algorithms have the potential to provide a rapid, objective, and non-invasive assessment of AD.","","Electronic:978-1-5090-6182-2; POD:978-1-5090-6183-9","10.1109/IJCNN.2017.7966129","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7966129","ADNI;Alzheimer's disease;biomarkers;deep learning;dropout learning;hippocampus;neuroimaging classification","Brain modeling;Computational modeling;Diseases;Feature extraction;Machine learning;Magnetic resonance imaging;Sensitivity","biomedical MRI;feature extraction;feature selection;image classification;image texture;matrix algebra;medical image processing;neural nets","CADDementia competition;SAE deep neural network;cognitive normal;cortical surface area;cortical thickness;feature selection;fractal Brownian motion co-occurrence matrices;gray matter volumes;magnetic resonance imaging;mild cognitive impairment;multiclass Alzheimer's disease classification;multiclass deep learning classification;stacked auto-encoder;structural MRI;structural feature;subcortical area specific feature extraction;texture feature;true positive fraction;white matter volumes","","","","","","","","14-19 May 2017","","IEEE","IEEE Conferences"
"Advanced classification of Alzheimer's disease and healthy subjects based on EEG markers","V. Bevilacqua; A. A. Salatino; C. Di Leo; G. Tattoli; D. Buongiorno; D. Signorile; C. Babiloni; C. Del Percio; A. I. Triggiani; L. Gesualdo","Dipartimento di Ingegneria Elettrica e dell'Informazione DEI, Politecnico di Bari, Italy","2015 International Joint Conference on Neural Networks (IJCNN)","20151001","2015","","","1","5","In this study, we compared several classifiers for the supervised distinction between normal elderly and Alzheimer's disease individuals, based on resting state electroencephalographic markers, age, gender and education. Three main preliminary procedures served to perform features dimensionality reduction were used and discussed: a Support Vector Machines Recursive Features Elimination, a Principal Component Analysis and a novel method based on the correlation. In particular, five different classifiers were compared: two different configurations of SVM and three different optimal topologies of Error Back Propagation Multi Layer Perceptron Artificial Neural Networks (EBP MLP ANNs). Best result, in terms of classification (accuracy 86% and sensitivity 92%), was obtained by a Neural Network with 3 hidden layers that used as input: age, gender, education and 20 EEG features selected by the novel method based on the correlation.","2161-4393;21614393","Electronic:978-1-4799-1960-4; POD:978-1-4799-1961-1","10.1109/IJCNN.2015.7280463","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7280463","","Accuracy;Biomedical monitoring;Coherence;Correlation;Europe;Monitoring;Sensitivity","backpropagation;correlation methods;data reduction;diseases;electroencephalography;feature selection;medical signal processing;multilayer perceptrons;principal component analysis;recursive estimation;signal classification;support vector machines","ANN;Alzheimer disease classification;EBP;EEG marker;MLP;SVM;artificial neural network;correlation method;electroencephalographic marker;error back propagation;feature dimensionality reduction;feature selection;multilayer perceptron;principal component analysis;recursive feature elimination;support vector machine","","","","29","","","","12-17 July 2015","","IEEE","IEEE Conferences"
"Deep learning-based pipeline to recognize Alzheimer's disease using fMRI data","S. Sarraf; G. Tofighi","Department of Electrical and Computer Engineering, McMaster University Hamilton, ON, L8S 4L8, Canada, Rotman Research Institue at Baycrest, University of Toronto","2016 Future Technologies Conference (FTC)","20170119","2016","","","816","820","Over the past decade, machine learning techniques and in particular predictive modeling and pattern recognition in biomedical sciences, from drug delivery systems to medical imaging, have become one of the most important methods of assisting researchers in gaining a deeper understanding of issues in their entirety and solving complex medical problems. Deep learning is a powerful machine learning algorithm in classification that extracts low-to high-level features. In this paper, we employ a convolutional neural network to distinguish an Alzheimers brain from a normal, healthy brain. The importance of classifying this type of medical data lies in its potential to develop a predictive model or system in order to recognize the symptoms of Alzheimers disease when compared with normal subjects and to estimate the stages of the disease. Classification of clinical data for medical conditions such as Alzheimers disease has always been challenging, and the most problematic aspect has always been selecting the strongest discriminative features. Using the Convolutional Neural Network (CNN) and the famous architecture LeNet-5, we successfully classified functional MRI data of Alzheimers subjects from normal controls, where the accuracy of testing data reached 96.85%. This experiment suggests that the shift and scale invariant features extracted by CNN followed by deep learning classification represents the most powerful method of distinguishing clinical data from healthy data in fMRI. This approach also allows for expansion of the methodology to predict more complicated systems.","","Electronic:978-1-5090-4171-8; POD:978-1-5090-4172-5","10.1109/FTC.2016.7821697","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7821697","Alzheimer's Disease;Deep learning;fMRI","Alzheimer's disease;Biological neural networks;Biomedical imaging;Feature extraction;Machine learning;Neurons","biomedical MRI;convolution;diseases;feature extraction;learning (artificial intelligence);medical computing;neural nets;pattern classification","Alzheimer disease;Alzheimers brain;CNN;LeNet-5 architecture;biomedical sciences;clinical data classification;convolutional neural network;deep learning-based pipeline;drug delivery systems;functional MRI data classification;machine learning;medical imaging;pattern recognition;predictive modeling;scale invariant features extraction","","1","","","","","","6-7 Dec. 2016","","IEEE","IEEE Conferences"
"Robust Alzheimer's disease classification based on multimodal neuroimaging","Akhila D B; Shobhana S; A. L. Fred; S. N. Kumar","Department of CSE, Mar Ephraem College of Engineering and Technology, Marthandam, Tamil Nadu, India","2016 IEEE International Conference on Engineering and Technology (ICETECH)","20160919","2016","","","748","752","Alzheimer's disease (AD) is a neurodegenerative disorder which leads to severe brain damage. The main objective of this work is to diagnosis Alzheimer's disease using Elman Back Propagation (BP) algorithm. In the proposed method, the Positron Emission Tomography (PET) and Magnetic Resonance Imaging (MRI) datasets are obtained from the freely availed database called ANDI. The preprocessing of input images was done by weiner filter. The PET and MR features are extracted using Gray-level Co-occurrence Matrix (GLCM). Finally, the classification was done using Elman Back Propagation Neural Network. The experimental results on dataset validate the efficiency of the proposed method in diagnosing Alzheimer's disease.","","","10.1109/ICETECH.2016.7569348","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7569348","Alzheimers's disease (AD);Elman Backpropagation(BP) algorithm;Neuroimaging","Alzheimer's disease;Classification algorithms;Feature extraction;Neuroimaging;Positron emission tomography;Wiener filters","backpropagation;biomedical MRI;diseases;feature extraction;image classification;image filtering;matrix algebra;medical image processing;neural nets;positron emission tomography","ANDI;BP algorithm;Elman back propagation algorithm;GLCM;MR feature extraction;PET feature extraction;Weiner filter;brain damage;gray-level co-occurrence matrix;magnetic resonance imaging datasets;multimodal neuroimaging;neurodegenerative disorder;positron emission tomography datasets;robust Alzheimer's disease classification","","","","","","","","17-18 March 2016","","IEEE","IEEE Conferences"
"Automatic detection and classification of Alzheimer's Disease from MRI scans using principal component analysis and artificial neural networks","R. Mahmood; B. Ghimire","Computer Science and Engineering, University of Bridgeport, Bridgeport, USA","2013 20th International Conference on Systems, Signals and Image Processing (IWSSIP)","20131010","2013","","","133","137","Early detection of Alzheimer's Disease (AD) is important so that preventative measures can be taken. Current techniques for detecting AD rely on cognitive impairment testing which unfortunately does not yield accurate diagnoses until the patient has progressed beyond a moderate AD. In this project, we develop a new approach based on mathematical and image processing techniques for better classification of AD. The most popular current technique analyzes MRI scans using properties of diffeomorphism which generates a mapping from one MRI to another. Since MRIs are very high dimensional vector spaces, the existing technique reduces it to three dimensions and then clusters the images according to presence or lack of AD. However, reducing a high dimensional vector space to three dimensions compromises the information in the data and thus results in some loss of accuracy. We propose to reduce the high dimensional MRI image vector space to 150 dimensions using Principal Component Analysis. In order to categorize the reduced dimensions from PCA for progression of AD, we employ a multiclass neural network. The neural network is trained initially on 230 diagnosed MRIs obtained from OASIS MRI database. We then test our trained neural network on the entire set of 457 MRIs provided by OASIS dataset to confirm the accuracy of diagnosis by our system. Our results produce nearly 90% accuracy in AD diagnosis and classification.","2157-8672;21578672","Electronic:978-1-4799-0944-5; POD:978-1-4799-0943-8","10.1109/IWSSIP.2013.6623471","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6623471","Alzheimer's Disease;Principal Component Analysis;classification;image processing;neural networks","Accuracy;Dementia;Magnetic resonance imaging;Neural networks;Neurons;Principal component analysis","biomedical MRI;cognition;diseases;image classification;medical image processing;neural nets;object detection;principal component analysis","AD diagnosis;MRI scans;OASIS MRI database;PCA;artificial neural networks;automatic Alzheimer disease classification;automatic Alzheimer disease detection;cognitive impairment testing;diffeomorphism;high dimensional vector space reduction;image processing technique;mathematical technique;multiclass neural network;preventative measures;principal component analysis","","4","","9","","","","7-9 July 2013","","IEEE","IEEE Conferences"
"Longitudinal study of alzheimer's disease degeneration through EEG data analysis with a NeuCube spiking neural network model","E. Capecci; Z. G. Doborjeh; N. Mammone; F. L. Foresta; F. C. Morabito; N. Kasabov","Auckland University of Technology - Knowledge Engineering and Discovery Research Institute AUT Tower, Level 7, cnr Rutland and Wakefield Street, Auckland 1010, New Zealand","2016 International Joint Conference on Neural Networks (IJCNN)","20161103","2016","","","1360","1366","Motivated by the dramatic rise of neurological disorders, we propose a SNN technique to model electroen-cephalography (EEG) data collected from people affected by Alzheimer's Disease (AD) and people diagnosed with mild cognitive impairment (MCI). An evolving spatio-temporal data machine (eSTDM), named the NeuCube architecture, is used to analyse changes of neural activity across different brain regions. The model developed allows for studying AD progression and for predicting whether a patient diagnosed with MCI is more likely to develop AD.","","","10.1109/IJCNN.2016.7727356","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7727356","","Biological neural networks;Brain modeling","brain;data analysis;diseases;electroencephalography;medical disorders;medical signal processing;neural nets","AD progression;Alzheimers disease degeneration;EEG data analysis;MCI;NeuCube spiking neural network model;SNN technique;brain regions;eSTDM;electroencephalography;evolving spatio-temporal data machine;mild cognitive impairment;neural activity;neurological disorders","","2","","","","","","24-29 July 2016","","IEEE","IEEE Conferences"
"Early diagnosis of Alzheimer's disease with deep learning","S. Liu; S. Liu; W. Cai; S. Pujol; R. Kikinis; D. Feng","BMIT Research Group, School of IT, University of Sydney, Australia","2014 IEEE 11th International Symposium on Biomedical Imaging (ISBI)","20140731","2014","","","1015","1018","The accurate diagnosis of Alzheimer's disease (AD) plays a significant role in patient care, especially at the early stage, because the consciousness of the severity and the progression risks allows the patients to take prevention measures before irreversible brain damages are shaped. Although many studies have applied machine learning methods for computer-aided-diagnosis (CAD) of AD recently, a bottleneck of the diagnosis performance was shown in most of the existing researches, mainly due to the congenital limitations of the chosen learning models. In this study, we design a deep learning architecture, which contains stacked auto-encoders and a softmax output layer, to overcome the bottleneck and aid the diagnosis of AD and its prodromal stage, Mild Cognitive Impairment (MCI). Compared to the previous workflows, our method is capable of analyzing multiple classes in one setting, and requires less labeled training samples and minimal domain prior knowledge. A significant performance gain on classification of all diagnosis groups was achieved in our experiments.","1945-7928;19457928","Electronic:978-1-4673-1961-4; POD:978-1-4673-1960-7; USB:978-1-4673-1959-1","10.1109/ISBI.2014.6868045","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6868045","Alzheimer's disease;classification;neuroimaging","Alzheimer's disease;Feature extraction;Magnetic resonance imaging;Neurons;Support vector machines;Training","biomedical MRI;brain;cognition;diseases;health care;image classification;image coding;learning (artificial intelligence);medical disorders;medical image processing","Alzheimer disease diagnosis;computer-aided-diagnosis;irreversible brain damages;machine learning methods;magnetic resonance imaging;mild cognitive impairment;minimal domain prior knowledge;patient care;stacked auto-encoders","","19","","30","","","","April 29 2014-May 2 2014","","IEEE","IEEE Conferences"
"Feature Fusion for Denoising and Sparse Autoencoders: Application to Neuroimaging Data","A. Moussavi-Khalkhali; M. Jamshidi; S. Wijemanne","Dept. of Electr. & Comput. Eng., Univ. of Texas at San Antonio, San Antonio, TX, USA","2016 15th IEEE International Conference on Machine Learning and Applications (ICMLA)","20170202","2016","","","605","610","Although there is no cure to date, Alzheimer's disease detection in early stages has a significant impact on the patient's life in terms of cost, the progress, and helping to plan in advance for an appropriate healthcare in the life ahead as well as providing clinical etiologies for further research. This paper discusses implementing a feature fusion method utilizing sparse and denoising autoencoders to reveal the stage of Alzheimer's disease. Four cohorts consisted of individuals with Alzheimer's disease, late mild cognitive impairment, early mild cognitive impairment, and normal control groups are classified using multinomial logistic regression fueled by the fusion of high-level and low-level features. The high-level features are extracted from the stacked autoencoders. The results show that feature fusion enhance the performance of typical autoencoders. However, the performance of feature fusion using denoising autoencoders is superior to that of the sparse training of autoencoders in terms of overall accuracy, precision, and recall.","","Electronic:978-1-5090-6167-9; POD:978-1-5090-6168-6","10.1109/ICMLA.2016.0106","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7838210","Alzheimer's disease stage detection;deep learning;feature fusion;sacked sparse autoencoders;stacked denoising autoencoders","Alzheimer's disease;Classification algorithms;Feature extraction;Magnetic resonance imaging;Noise reduction;Training","diseases;feature extraction;image coding;image denoising;image fusion;medical image processing;neurophysiology;regression analysis","Alzheimer disease detection;clinical etiologies;denoising autoencoders;feature fusion method;high-level features;low-level features;mild cognitive impairment;multinomial logistic regression;neuroimaging data;normal control groups;sparse autoencoder training;stacked autoencoders","","","","","","","","18-20 Dec. 2016","","IEEE","IEEE Conferences"
"Analysis of spontaneous EEG activity in Alzheimer's disease using cross-sample entropy and graph theory","C. Gómez; J. Poza; J. Gomez-Pilar; A. Bachiller; C. Juan-Cruz; M. A. Tola-Arribas; A. Carreres; M. Cano; R. Hornero","Biomedical Engineering Group, E.T.S. Ingenieros de Telecomunicaci&#x00F3;n, University of Valladolid, Paseo Bel&#x00E9;n 15, 47011 Valladolid, Spain","2016 38th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)","20161018","2016","","","2830","2833","The aim of this pilot study was to analyze spontaneous electroencephalography (EEG) activity in Alzheimer's disease (AD) by means of Cross-Sample Entropy (Cross-SampEn) and two local measures derived from graph theory: clustering coefficient (CC) and characteristic path length (PL). Five minutes of EEG activity were recorded from 37 patients with dementia due to AD and 29 elderly controls. Our results showed that Cross-SampEn values were lower in the AD group than in the control one for all the interactions among EEG channels. This finding indicates that EEG activity in AD is characterized by a lower statistical dissimilarity among channels. Significant differences were found mainly for fronto-central interactions (p <; 0.01, permutation test). Additionally, the application of graph theory measures revealed diverse neural network changes, i.e. lower CC and higher PL values in AD group, leading to a less efficient brain organization. This study suggests the usefulness of our approach to provide further insights into the underlying brain dynamics associated with AD.","1557-170X;1557170X","Electronic:978-1-4577-0220-4; POD:978-1-4577-0219-8","10.1109/EMBC.2016.7591319","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7591319","","Brain;Dementia;Electrodes;Electroencephalography;Entropy;Graph theory","diseases;electroencephalography;entropy;graph theory;medical signal processing;neural nets","AD;Alzheimer's disease;CC values;Cross-SampEn values;EEG channels;PL values;brain dynamics;brain organization;characteristic path length;clustering coefficient;cross-sample entropy;dementia;fronto-central interaction;graph theory;neural network changes;spontaneous EEG activity analysis;spontaneous electroencephalography activity;statistical dissimilarity;time 5 min","Aged;Alzheimer Disease;Brain;Case-Control Studies;Cluster Analysis;Computer Graphics;Dementia;Electroencephalography;Entropy;Female;Humans;Male;Models, Biological;Pilot Projects","","","","","","","16-20 Aug. 2016","","IEEE","IEEE Conferences"
"Brain region of interest selection for 18FDG positrons emission tomography computer-aided image classification","I. Garali; M. Adel; S. Takerkart; S. Bourennane; E. Guedj","Institut FRESNEL, Aix-Marseille Universit&#x00E9; Ecole Centrale UMR-CNRS 7249","2014 4th International Conference on Image Processing Theory, Tools and Applications (IPTA)","20150108","2014","","","1","5","Alzheimer disease (AD) is a neurodegenerative disease which can be diagnosed using Positron Emission Tomography (PET). A quantitative evaluation of this disease, using computer aided methods, is of importance. In this paper a novel ranking method of the effectiveness of brain region of interest to classify healthy and AD brain is developed. Brain images are first segmented into 116 regions according to an anatomical atlas. A spatial normalization and four grey level normalization methods are used for comparison. Each extracted region is then characterized by a feature set based on grey level histogram moments and age and gender. Using a receiver Operating Characteristic curve for each region, it was possible to rank region's ability to separate healthy from AD brain images. Using a set of selected regions, according to their rank, and when inputting them to a Support Vector Machine, it was possible to show that classification results were similar or slightly better to those obtained when using the whole voxels or the 116 regions as input features to the classifier.","2154-5111;21545111","CD-ROM:978-1-4799-6461-1; Electronic:978-1-4799-6463-5; POD:978-1-4799-6464-2","10.1109/IPTA.2014.7001927","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7001927","Alzheimer's Disease (AD);Classification;Computer-Aided diagnosis (CAD);Receiver Operating Characteristic (ROC);Support Vector Machine (SVM)","Alzheimer's disease;Brain;Feature extraction;Positron emission tomography;Standards;Support vector machines","diseases;image classification;medical image processing;patient diagnosis;positron emission tomography;support vector machines","18FDG positrons emission tomography computer-aided image classification;AD brain images;Alzheimer disease;brain region of interest selection;computer aided methods;feature set;four grey level normalization methods;healthy brain images;neurodegenerative disease;spatial normalization;support vector machine","","1","","17","","","","14-17 Oct. 2014","","IEEE","IEEE Conferences"
"Alzheimer's disease classification based on combination of multi-model convolutional networks","F. Li; D. Cheng; M. Liu","Department of Instrument Science and Engineering, School of EIEE, Shanghai Jiao Tong University, Shanghai, China","2017 IEEE International Conference on Imaging Systems and Techniques (IST)","20180118","2017","","","1","5","Alzheimer's disease (AD) is an irreversible neurodegenerative disorder with progressive impairment of memory and cognitive functions. It brings increasingly troubling in today's society. Its early diagnosis and warning are particularly important. Structural magnetic resonance images (MRI) play an important role to help understand the brain anatomical changes related to AD. Traditional methods are usually based on extraction of handcrafted features and training a classifier to distinguish AD from other groups. Motivated by the success of deep learning in image classification, this paper proposes a classification method based on combination of multimodel 3D convolutional networks to learn the various features from MR brain images. First, a deep 3D convolutional neural network (3D CNN) is built to hierarchically transform the MR image into more compact high-level features. Second, the multiscale 3D convolutional autoencoders (3D CAEs) are constructed to extract features from MR brain images. The features learned by these models are combined with the upper fully connected layers for image classification in AD diagnosis. The proposed method can automatically learn the generic features from the imaging data for classification without segmentations of brain tissues and regions. Our method is evaluated using T1-weighted MR brain images on 428 subjects including 199 AD patients and 229 normal controls (NC) from Alzheimer's Disease Neuroimaging Initiative (ADNI) database. Experimental results show that the proposed method achieves an accuracy of 88.31% for AD classification and an AUC (area under the ROC curve) of 92.73%, demonstrating the promising classification performances.","","Electronic:978-1-5386-1620-8; POD:978-1-5386-1621-5","10.1109/IST.2017.8261566","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8261566","Alzheimer's disease;convolutional autoencoder;convolutional neural network;feature fusion","Brain modeling;Diseases;Feature extraction;Image classification;Kernel;Three-dimensional displays","biomedical MRI;brain;cognition;diseases;feature extraction;image classification;image segmentation;learning (artificial intelligence);medical disorders;medical image processing;neural nets;neurophysiology","3D CAEs;3D CNN;AD classification;Alzheimer's disease classification;Alzheimer's disease neuroimaging initiative;MR brain images;MR image;brain anatomical changes;brain tissues;classification method;cognitive functions;deep 3D convolutional neural network;deep learning;early diagnosis;generic features;handcrafted features;high-level features;image classification;imaging data;irreversible neurodegenerative disorder;multimodel 3D convolutional networks;multimodel convolutional networks;multiscale 3D convolutional autoencoders;structural magnetic resonance images;warning","","","","","","","","18-20 Oct. 2017","","IEEE","IEEE Conferences"
