Title,Year,DOI,Link
"3D scattering transforms for disease classification in neuroimaging",2017,10.1016/j.nicl.2017.02.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014419253&doi=10.1016%2fj.nicl.2017.02.004&partnerID=40&md5=ab0c96114f1470b8fba7f0e880abfa5d"
"A neural network underlying intentional emotional facial expression in neurodegenerative disease",2017,10.1016/j.nicl.2017.01.016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015817598&doi=10.1016%2fj.nicl.2017.01.016&partnerID=40&md5=671fdc0627c9a61b26ee97b679de87c9"
"The Association between Montreal Cognitive Assessment Memory Scores and Hippocampal Volume in a Neurodegenerative Disease Sample",2017,10.3233/JAD-161241,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020479045&doi=10.3233%2fJAD-161241&partnerID=40&md5=e890c37860cd670df55583b790922278"
"Exploring Alzheimer's anatomical patterns through convolutional networks",2017,10.1117/12.2256840,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014718605&doi=10.1117%2f12.2256840&partnerID=40&md5=74439e8980a7f6e2590d85446a7e8e3b"
"Common and divergent neural correlates of anomia in amnestic and logopenic presentations of Alzheimer's disease",2017,10.1016/j.cortex.2016.10.019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995784744&doi=10.1016%2fj.cortex.2016.10.019&partnerID=40&md5=ee82206909a980c9ba017ffea3bd79cd"
"A novel convolutional neural network model based on voxel-based morphometry of imaging data in predicting the prognosis of patients with mild cognitive impairment [Voksel-tabanlı morfometri analizine dayanan yenilikçi yaklaşımlı evrişimsel sinir ağları ile HBB evresinde prognozun tahmin edilmesi]",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018677296&partnerID=40&md5=a0430642eae7604b55817dac0f19d02d"
"Learning longitudinal MRI patterns by SICE and deep learning: Assessing the Alzheimer’s disease progression",2017,10.1007/978-3-319-60964-5_36,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022185124&doi=10.1007%2f978-3-319-60964-5_36&partnerID=40&md5=e3a4ce749f76933a5dad21dd546ced31"
"Data platform for the research and prevention of alzheimer’s disease",2017,10.1007/978-981-10-6041-0_4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032378839&doi=10.1007%2f978-981-10-6041-0_4&partnerID=40&md5=3f782bbbee594f40657e530f91ed1ec8"
"Convolutional neural networks for the identification of regions of interest in PET scans: A study of representation learning for diagnosing Alzheimer’s disease",2017,10.1007/978-3-319-59758-4_36,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021633676&doi=10.1007%2f978-3-319-59758-4_36&partnerID=40&md5=b25fe694114b30743f9b19229bb5a5be"
"Deep-learning-based classification of FDG-PET data for Alzheimer's disease categories",2017,10.1117/12.2294537,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038438092&doi=10.1117%2f12.2294537&partnerID=40&md5=76bcc1f9901c421d72ffe4c2ec236a66"
"Classification of Alzheimer’s disease by cascaded convolutional neural networks using PET images",2017,10.1007/978-3-319-67389-9_13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029672439&doi=10.1007%2f978-3-319-67389-9_13&partnerID=40&md5=407a92eb25743c1cc335968849e45fda"
"Classification of healthy subjects and Alzheimer's disease patients with dementia from cortical sources of resting state EEG rhythms: A study using artificial neural networks",2017,10.3389/fnins.2016.00604,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011891104&doi=10.3389%2ffnins.2016.00604&partnerID=40&md5=6443fc11fc88aa0385d390f557f5d702"
"Feature learning and fusion of multimodality neuroimaging and genetic data for multi-status dementia diagnosis",2017,10.1007/978-3-319-67389-9_16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029715195&doi=10.1007%2f978-3-319-67389-9_16&partnerID=40&md5=55d42fe82152584f7045b25e69ee9b94"
"Early detection of alzheimer disease using PSO tuned artificial neural network classifier",2017,10.12732/ijpam.v117i10.24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037610261&doi=10.12732%2fijpam.v117i10.24&partnerID=40&md5=d48d450d77391c19bec9adf87e1ad0ea"
"16th International Conference on Hybrid Intelligent Systems, HIS 2016",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014247108&partnerID=40&md5=aad74d9cab74731f539092f434d556b9"
"Classification of cocaine dependents from fMRI data using cluster-based stratification and deep learning",2017,10.1007/978-3-319-62392-4_22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027149535&doi=10.1007%2f978-3-319-62392-4_22&partnerID=40&md5=182f0c7de67482342cea6d723efb0af4"
"Biological relevance of network architecture",2017,10.1007/978-3-319-56246-9_1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032338983&doi=10.1007%2f978-3-319-56246-9_1&partnerID=40&md5=e65ff2406b13c921f361e9a2f8685cc7"
"International Conference on Brain Informatics, BI 2017",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034218561&partnerID=40&md5=70c9368d195bfa865d549467a9296955"
"9th International Conference on Data-Driven Innovation, ICT Innovations 2017",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029801221&partnerID=40&md5=7995f3fb79c5977f8ec27651116ee306"
"Diagnostic Support for Alzheimers Disease through Feature-Based Brain MRI Retrieval and Unsupervised Distance Learning",2016,10.1109/BIBE.2016.52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011081875&doi=10.1109%2fBIBE.2016.52&partnerID=40&md5=5898a258e1808fe026c14a1eb61f16d9"
"Single slice based detection for Alzheimer’s disease via wavelet entropy and multilayer perceptron trained by biogeography-based optimization",2016,10.1007/s11042-016-4222-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003845747&doi=10.1007%2fs11042-016-4222-4&partnerID=40&md5=6181dea1a1b4a1e5bdafe5561070a29e"
"Structural MRI-based detection of Alzheimer's disease using feature ranking and classification error",2016,10.1016/j.cmpb.2016.09.019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992152115&doi=10.1016%2fj.cmpb.2016.09.019&partnerID=40&md5=62643cb9d52aa6c89dde5babfcd018a1"
"Relating pessimistic memory predictions to Alzheimer's disease brain structure",2016,10.1016/j.cortex.2016.09.014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998694381&doi=10.1016%2fj.cortex.2016.09.014&partnerID=40&md5=cba49d5fefbc4ead7ac31f57b17fb4fa"
"Imaging and machine learning techniques for diagnosis of Alzheimer's disease",2016,10.1515/revneuro-2016-0029,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999208546&doi=10.1515%2frevneuro-2016-0029&partnerID=40&md5=5df65fbd81984311f2c883b1c38dbe62"
"SenseCam: A new tool for memory rehabilitation?",2016,10.1016/j.neurol.2016.03.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006314550&doi=10.1016%2fj.neurol.2016.03.009&partnerID=40&md5=b52dd0bb23194f596464f514a8f384dc"
"Combining multiple approaches for the early diagnosis of Alzheimer's Disease",2016,10.1016/j.patrec.2016.10.010,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994613598&doi=10.1016%2fj.patrec.2016.10.010&partnerID=40&md5=f59e964c27a8e09246448ed19beb8622"
"An advanced white matter tract analysis in frontotemporal dementia and early-onset Alzheimer’s disease",2016,10.1007/s11682-015-9458-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945572064&doi=10.1007%2fs11682-015-9458-5&partnerID=40&md5=55e21f02279422e401f8fd2915ec1577"
"Category and design fluency in mild cognitive impairment: Performance, strategy use, and neural correlates",2016,10.1016/j.neuropsychologia.2016.09.024,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990864863&doi=10.1016%2fj.neuropsychologia.2016.09.024&partnerID=40&md5=930e68b3e9b226b72f70bfce55064b78"
"Deep convolutional neural networks for classification of mild cognitive impaired and Alzheimer's disease patients from scalp EEG recordings",2016,10.1109/RTSI.2016.7740576,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85005943193&doi=10.1109%2fRTSI.2016.7740576&partnerID=40&md5=32a666a7aba675e5fd32eb67780f3f43"
"Computer aided detection and diagnosis in medical imaging: A review of clinical and educational applications",2016,10.1145/3012430.3012567,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008234708&doi=10.1145%2f3012430.3012567&partnerID=40&md5=d39004d32b58d8d5493f4013173bf1f8"
"White matter and cognition: Making the connection",2016,10.1152/jn.00221.2016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994560579&doi=10.1152%2fjn.00221.2016&partnerID=40&md5=40f124945d925a6eda12ea389e40aca8"
"Ensembles of Deep Learning Architectures for the Early Diagnosis of the Alzheimer's Disease",2016,10.1142/S0129065716500258,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980348164&doi=10.1142%2fS0129065716500258&partnerID=40&md5=f7d15d7e1aa80dfe826e615a1b8ca4a4"
"Longitudinal study of Alzheimer's disease degeneration through EEG data analysis with a NeuCube spiking neural network model",2016,10.1109/IJCNN.2016.7727356,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007228166&doi=10.1109%2fIJCNN.2016.7727356&partnerID=40&md5=928598644aca7dc15b337fb476e94c8f"
"Standardized Uptake Value Ratio-Independent Evaluation of Brain Amyloidosis",2016,10.3233/JAD-160232,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992135207&doi=10.3233%2fJAD-160232&partnerID=40&md5=0793f4d290c0515c3b61a0b4916f0328"
"Laplace Beltrami eigen value based classification of normal and Alzheimer MR images using parametric and non-parametric classifiers",2016,10.1016/j.eswa.2016.04.029,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964928035&doi=10.1016%2fj.eswa.2016.04.029&partnerID=40&md5=23ff0cc3532cedaa34e2c57924f5baf8"
"Analysis of spontaneous EEG activity in Alzheimer's disease using cross-sample entropy and graph theory",2016,10.1109/EMBC.2016.7591319,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009111970&doi=10.1109%2fEMBC.2016.7591319&partnerID=40&md5=955b7d4b099042ba585248ea6caf003a"
"Role of artificial intelligence techniques (Automatic classifiers) in molecular imaging modalities in neurodegenerative diseases",2016,10.2174/1567205013666160620122926,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010297571&doi=10.2174%2f1567205013666160620122926&partnerID=40&md5=9463bce2eec81899158c1afff915491c"
"Robust Alzheimer's disease classification based on multimodal neuroimaging",2016,10.1109/ICETECH.2016.7569348,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991764245&doi=10.1109%2fICETECH.2016.7569348&partnerID=40&md5=cfb14f35cc58eefb06a28a9084370dd7"
"Enhanced resting-state functional connectivity between core memory-task activation peaks is associated with memory impairment in MCI",2016,10.1016/j.neurobiolaging.2016.04.018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973460548&doi=10.1016%2fj.neurobiolaging.2016.04.018&partnerID=40&md5=ea20f460cc03f108f121b5e5a40e7aff"
"Using individualized brain network for analyzing structural covariance of the cerebral cortex in Alzheimer's patients",2016,10.3389/fnins.2016.00394,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992090873&doi=10.3389%2ffnins.2016.00394&partnerID=40&md5=d77367a6628ac0bf6e1d5f903b55ea9e"
"Atrophy of amygdala and abnormal memory-related alpha oscillations over posterior cingulate predict conversion to Alzheimer's disease",2016,10.1038/srep31859,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983353684&doi=10.1038%2fsrep31859&partnerID=40&md5=4951a366bf2d9c28c78630389b96a94b"
"Normative data for subcortical regional volumes over the lifetime of the adult human brain",2016,10.1016/j.neuroimage.2016.05.016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969571236&doi=10.1016%2fj.neuroimage.2016.05.016&partnerID=40&md5=331c0ab20247f662505511a8b8253695"
"Holistic atlases of functional networks and interactions (HAFNI)",2016,10.1016/B978-0-12-804076-8.00015-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017452145&doi=10.1016%2fB978-0-12-804076-8.00015-3&partnerID=40&md5=dea9157cad2c64b0b614ba5a70a560db"
"Alzheimer's disease diagnostics by adaptation of 3D convolutional network",2016,10.1109/ICIP.2016.7532332,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006827136&doi=10.1109%2fICIP.2016.7532332&partnerID=40&md5=c307bfe91bcff79ce0fdbe87445f13e8"
"A survey on computer aided techniques for diagnosing Alzheimer disease",2016,10.1109/ICCPCT.2016.7530172,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992062724&doi=10.1109%2fICCPCT.2016.7530172&partnerID=40&md5=667bd4c0e906dbb56f2bcd1ddaaee735"
"Exploring anterograde memory: A volumetric MRI study in patients with mild cognitive impairment",2016,10.1186/s13195-016-0190-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979681544&doi=10.1186%2fs13195-016-0190-1&partnerID=40&md5=52fb5e0459385db7b7f1927389245da8"
"Clinical decision support for Alzheimer's disease based on deep learning and brain network",2016,10.1109/ICC.2016.7510831,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981306530&doi=10.1109%2fICC.2016.7510831&partnerID=40&md5=2b2168cb7be718d5542b5fd06cf0329b"
"Biomarker validation of a decline in semantic processing in preclinical alzheimer's disease",2016,10.1037/neu0000246,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947997387&doi=10.1037%2fneu0000246&partnerID=40&md5=16170045ead21f6988a5af79d8b14adf"
"Preclinical magnetic resonance imaging and spectroscopy studies of memory, aging, and cognitive decline",2016,10.3389/fnagi.2016.00158,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980349826&doi=10.3389%2ffnagi.2016.00158&partnerID=40&md5=e7906437e91e11fbcbd0c29fbabec29b"
"Multi-view ensemble learning for dementia diagnosis from neuroimaging: An artificial neural network approach",2016,10.1016/j.neucom.2015.09.119,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969351860&doi=10.1016%2fj.neucom.2015.09.119&partnerID=40&md5=d5f3aeba407d784dbbb28ab51d7ca492"
"Classification of some dementia types due to feature selection with artificial neural networks [Bazi Demans Tiplerinin Öznitelik Seçimine Baǧli Yapay Sinir Aǧlari ile Siniflandirilmasi]",2016,10.1109/SIU.2016.7495941,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982786493&doi=10.1109%2fSIU.2016.7495941&partnerID=40&md5=c8b0599244b1e7e62a0c9f3e30eef940"
"Multi-modality stacked deep polynomial network based feature learning for Alzheimer's disease diagnosis",2016,10.1109/ISBI.2016.7493399,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978401473&doi=10.1109%2fISBI.2016.7493399&partnerID=40&md5=96684afe0dbb538047b0b1bab0225789"
"Proceedings - International Symposium on Biomedical Imaging",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978402402&partnerID=40&md5=e7f1ebd39b8db436f280ce54536ed3b0"
"Improving brain magnetic resonance image (MRI) segmentation via a novel algorithm based on genetic and regional growth",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971523915&partnerID=40&md5=c236686070a3117b3369dda16ce6810a"
"Neuropsychological, metabolic, and GABAA receptor studies in subjects with repetitive traumatic brain injury",2016,10.1089/neu.2015.4051,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971378925&doi=10.1089%2fneu.2015.4051&partnerID=40&md5=af1576897cbe1322077a28105a73743e"
"Untangling Alzheimer’s disease clinicoanatomical heterogeneity through selective network vulnerability – An effort to understand a complex disease",2016,10.2174/1567205013666151116125155,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964048429&doi=10.2174%2f1567205013666151116125155&partnerID=40&md5=1b5f8afa010407a4e354629b108801d9"
"Fuzzy computer-aided Alzheimer’s disease diagnosis based on MRI data",2016,10.2174/1567205013666160314145008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964078818&doi=10.2174%2f1567205013666160314145008&partnerID=40&md5=e0bad1826a0a5a629d497faf845e64a8"
"Hippocampal subfield atrophies in converted and not-converted mild cognitive impairments patients by a Markov random fields algorithm",2016,10.2174/1567205013666160120151457,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964009920&doi=10.2174%2f1567205013666160120151457&partnerID=40&md5=700217ed5fae508e2b8785b85f2ca4da"
"Pairwise Latent Semantic Association for Similarity Computation in Medical Imaging",2016,10.1109/TBME.2015.2478028,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966928887&doi=10.1109%2fTBME.2015.2478028&partnerID=40&md5=2555a79b0ec71f0ce7652f3c313b59de"
"Brain region ranking for 18FDG-PET computer-aided diagnosis of Alzheimer's disease",2016,10.1016/j.bspc.2016.01.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957045106&doi=10.1016%2fj.bspc.2016.01.009&partnerID=40&md5=da44fe86ff3da3dc1130473d69ed7fec"
"Age-Related Effects of the Apolipoprotein e Gene on Brain Function",2016,10.3233/JAD-150990,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973130776&doi=10.3233%2fJAD-150990&partnerID=40&md5=09a73917cef82d88fe6518b05356378c"
"Similarities found in neurological disorders based on mutated genes",2016,10.1109/ISECon.2016.7457562,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970006840&doi=10.1109%2fISECon.2016.7457562&partnerID=40&md5=f8fcfb7b4001c4ad07bac9ebdffe13d1"
"Feature-ranking-based Alzheimer's disease classification from structural MRI",2016,10.1016/j.mri.2015.11.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957958378&doi=10.1016%2fj.mri.2015.11.009&partnerID=40&md5=a2ab7487230e0a8cec6a6f68386b0d39"
"Neuroanatomical correlates of verbal fluency in early Alzheimer's disease and normal aging",2016,10.1016/j.bandl.2016.03.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962406554&doi=10.1016%2fj.bandl.2016.03.001&partnerID=40&md5=886928ad6ce3cc3f76ba75382d31e249"
"Preliminary study of Alzheimer's Disease diagnosis based on brain electrical signals using wireless EEG",2016,10.1088/1742-6596/694/1/012068,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971668170&doi=10.1088%2f1742-6596%2f694%2f1%2f012068&partnerID=40&md5=fca090449fbc608335fc79936b380514"
"Heterogeneous language profiles in patients with primary progressive aphasia due to Alzheimer's disease",2016,10.3233/JAD-150812,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961801335&doi=10.3233%2fJAD-150812&partnerID=40&md5=6ea0479073f86cb686381f8cc1489b33"
"Research on characteristics of resting-state functional connectivity strengths in patients with amnestic mild cognitive impairment",2016,10.3760/cma.j.issn.1005-1201.2016.03.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964765912&doi=10.3760%2fcma.j.issn.1005-1201.2016.03.007&partnerID=40&md5=753cac304732ea9979c838aa9d0efbf6"
"The significance of the Default Mode Network (DMN) in neurological and neuropsychiatric disorders: A review",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962034289&partnerID=40&md5=54646716574979ae3fc0343e5a2be1cb"
"Assessment of eating behavior disturbance and associated neural networks in frontotemporal dementia",2016,10.1001/jamaneurol.2015.4478,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961707419&doi=10.1001%2fjamaneurol.2015.4478&partnerID=40&md5=f9a88acd614ed2c856621f3d6f597016"
"Cortical connectivity and memory performance in cognitive decline: A study via graph theory from EEG data",2016,10.1016/j.neuroscience.2015.12.036,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953329070&doi=10.1016%2fj.neuroscience.2015.12.036&partnerID=40&md5=db36b83a11dd03cd39fd87037f5647e6"
"Three-Dimensional Eigenbrain for the Detection of Subjects and Brain Regions Related with Alzheimer's Disease",2016,10.3233/JAD-150988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959366826&doi=10.3233%2fJAD-150988&partnerID=40&md5=933b2e6dc3e5fcad5764560e5490fa00"
"Measuring cortical connectivity in Alzheimer's disease as a brain neural network pathology: Toward clinical applications",2016,10.1017/S1355617715000995,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958962655&doi=10.1017%2fS1355617715000995&partnerID=40&md5=884901a52c8dc0ed0ef4460aba9c887d"
"Dictionary pruning with visual word significance for medical image retrieval",2016,10.1016/j.neucom.2015.11.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959543799&doi=10.1016%2fj.neucom.2015.11.008&partnerID=40&md5=571f78bec991f226e86286fa3d4038c3"
"Patients with Mild Alzheimer's Disease Fail When Using Their Working Memory: Evidence from the Eye Tracking Technique",2016,10.3233/JAD-150265,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957922213&doi=10.3233%2fJAD-150265&partnerID=40&md5=e717e502c41377f6b1d92a12939dd2c5"
"Pauses during Autobiographical Discourse Reflect Episodic Memory Processes in Early Alzheimer's Disease",2016,10.3233/JAD-150408,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957916503&doi=10.3233%2fJAD-150408&partnerID=40&md5=5fccd0f58b19817c46bcba515c30f772"
"Tau, amyloid, and hypometabolism in the logopenic variant of primary progressive aphasia",2016,10.1212/WNL.0000000000002340,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957566081&doi=10.1212%2fWNL.0000000000002340&partnerID=40&md5=f70e69252c27f808ea9cb94b304a7689"
"A novel dementia diagnosis strategy on arterial spin labeling magnetic resonance images via pixel-wise partial volume correction and ranking",2016,10.1007/s11042-014-2395-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959161426&doi=10.1007%2fs11042-014-2395-2&partnerID=40&md5=ecf8145825bf93e8d690d6c27e9ce6d3"
"Brain region of interest selection for 18FDG positrons emission tomography computer-aided image classification",2016,10.1016/j.irbm.2015.10.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960108963&doi=10.1016%2fj.irbm.2015.10.002&partnerID=40&md5=7a0ba5b8630210a864a2211b1bebdd69"
"Preservation of episodic memory in semantic dementia: The importance of regions beyond the medial temporal lobes",2016,10.1016/j.neuropsychologia.2015.12.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949883987&doi=10.1016%2fj.neuropsychologia.2015.12.005&partnerID=40&md5=97c40eea92cf70547704a4400aee5ba3"
"Proceedings of 2015 International Conference on Information and Communication Technology and Systems, ICTS 2015",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964933144&partnerID=40&md5=420bb27514ad6bc609266e88e044a4b4"
"Advanced neuroimaging methods towards characterization of early stages of Alzheimer’s disease",2016,10.1007/978-1-4939-2627-5_31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938631696&doi=10.1007%2f978-1-4939-2627-5_31&partnerID=40&md5=5e6cf1f09d7e0e3359ac8bdfeaf61474"
"Particle swarm optimized feature selection for alzheimer classification",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020113697&partnerID=40&md5=281629dc63c3e18e92152f82752f2e84"
"Network-based substrate of cognitive reserve in Alzheimer's disease",2016,10.3233/JAD-160735,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994593619&doi=10.3233%2fJAD-160735&partnerID=40&md5=0925b69991f6d66ae87c1fca14b2c536"
"Centered kernel alignment enhancing neural network pretraining for MRI-based dementia diagnosis",2016,10.1155/2016/9523849,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966429128&doi=10.1155%2f2016%2f9523849&partnerID=40&md5=2d400f3a9db6f4327ab3f037ae975774"
"So Close Yet so Far: Executive Contribution to Memory Processing in Behavioral Variant Frontotemporal Dementia",2016,10.3233/JAD-160522,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990063301&doi=10.3233%2fJAD-160522&partnerID=40&md5=ad58df58b34c4dcb90410891626dc5c2"
"Altered memory-related functional connectivity of the anterior and posterior hippocampus in older adults at increased genetic risk for Alzheimer's disease",2016,10.1002/hbm.23036,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954377784&doi=10.1002%2fhbm.23036&partnerID=40&md5=e2d9bbc737e25e1e3c70a10c4dab61ce"
"‘Language of the past’ – Exploring past tense disruption during autobiographical narration in neurodegenerative disorders",2016,10.1111/jnp.12073,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930254977&doi=10.1111%2fjnp.12073&partnerID=40&md5=ccf8cc544091e10f329e3e82110ec364"
"Patterns of effective connectivity during memory encoding and retrieval differ between patients with mild cognitive impairment and healthy older adults",2016,10.1016/j.neuroimage.2015.10.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945208984&doi=10.1016%2fj.neuroimage.2015.10.002&partnerID=40&md5=a3ee30ab6380d3a902fdb371854f44c7"
"Probability-based prediction model using multivariate and LVQ-PNN for diagnosing dementia",2016,10.4172/Neuropsychiatry.1000164,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018611247&doi=10.4172%2fNeuropsychiatry.1000164&partnerID=40&md5=2c1e46414d07c1533856e612c7211ea3"
"Neural correlates for apathy: Frontal-prefrontal and parietal cortical- subcortical circuits",2016,10.3389/fnagi.2016.00289,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009480732&doi=10.3389%2ffnagi.2016.00289&partnerID=40&md5=67a211463c8f6d72030701c9e3b15d7f"
"Direct estimation of patient attributes from anatomical MRI based on multi-atlas voting",2016,10.1016/j.nicl.2016.09.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988322118&doi=10.1016%2fj.nicl.2016.09.008&partnerID=40&md5=c9bbc81683ece45040f517c25b6db566"
"Analysing EEG sub-bands to distinguish between individuals with neural disorder using back propagation neural network",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992212836&partnerID=40&md5=43000aa6d5cb6cfda4025f14bf4d2d88"
"Fuzzy-entropy threshold based on a complex wavelet denoising technique to diagnose Alzheimer disease",2016,10.1049/htl.2016.0022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029575737&doi=10.1049%2fhtl.2016.0022&partnerID=40&md5=851ae7e66fa987bc558d0565625283d2"
"Detection and classification of brain tumor using Radial Basis Function",2016,10.17485/ijst/2016/v9i1/85758,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963615186&doi=10.17485%2fijst%2f2016%2fv9i1%2f85758&partnerID=40&md5=cc78b0ef908771eb3cafc2e383bb2c31"
"International Workshop on Medical Computer Vision, MCV 2015 held in conjunction with International Workshop on Medical Image Computing for Computer Assisted Intervention, MICCAI 2015",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981295640&partnerID=40&md5=d79ce179b069ebb53d59c0a8f26d718b"
"Is the left uncinate fasciculus associated with verbal fluency decline in mild Alzheimer's disease?",2016,10.1515/tnsci-2016-0014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988960711&doi=10.1515%2ftnsci-2016-0014&partnerID=40&md5=1eb906abf830abcea6086b6685f78dc0"
"7th International Workshop on Machine Learning in Medical Imaging, MLMI 2016 held in conjunction with 19th International Conference on Medical Image Computing and Computer-Assisted Intervention, MICCAI 2016",2016,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992525868&partnerID=40&md5=12e83c664fdb9ceb314dcf5c191c8867"
"Deep spectral-based shape features for Alzheimer’s disease classification",2016,10.1007/978-3-319-51237-2_2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007394364&doi=10.1007%2f978-3-319-51237-2_2&partnerID=40&md5=d953cedaf4f33a7f0a055b1f4c6450ad"
"Effects of imaging modalities, brain atlases and feature selection on prediction of Alzheimer's disease",2015,10.1016/j.jneumeth.2015.08.020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942673380&doi=10.1016%2fj.jneumeth.2015.08.020&partnerID=40&md5=85495c644fcc154bb3c1442614a86c40"
